utmx,utmy,X,Y,Five_ave_crime,Population65,NoHealthInsurance,Beer,MentalHealthPati,DrinkingPlaces,ReligiousPlaces
4287922.791,4364632.882,-83.86182,32.495698,8.65684759235685,88.43,83.06,8.990031,4.096672,10.768799,87.344197
4115879.284,4576166.38,-84.515379,34.518365,9.03123896437219,126.26,62.81,10.658889,7.923511,19.87986,78.560777
4529281.9,4309728.331,-82.106129,31.3754,8.71379741426549,69.39,64.97,8.903059,5.927812,17.102235,115.128583
4194702.003,4419110.983,-84.438663,33.164295,8.44316734918207,61.17,50.22,16.22804,4.598553,15.89442,113.877396
4340023.549,4342264.441,-83.514513,32.180282,8.91816839617695,57.98,47.71,11.354743,0.957406,3.489272,33.755163
4287020.376,4483684.969,-83.430186,33.328136,8.80885156962562,112.26,71.98,11.857178,2.015784,18.436409,75.780812
4196646.087,4655525.827,-83.520491,34.813371,8.95715311704976,130.39,91.54,4.210819,3.345239,21.064203,32.414149
4239880.158,4244992.047,-84.681649,31.798877,7.28898432474834,45.74,26.83,2.85777,0.355167,2.8809,23.758601
4426784.887,4569125.811,-81.957697,33.465915,11.6280759540702,697.99,689.18,63.348958,29.549604,193.381726,703.814408
4215749.523,4485420.064,-84.016724,33.564745,10.2823247541719,217.12,210.54,21.154163,20.871284,54.940315,211.797231
4257721.937,4309472.464,-84.308535,32.200534,6.9183828052392,31.49,29.83,4.702926,1.977125,3.777985,30.437519
4495285.38,4518426.337,-81.601903,32.899219,8.53270818897069,92.41,67.98,2.392501,1.94184,7.828233,74.987647
4270258.366,4134429.701,-84.806061,30.927856,7.98139251083459,68.51,48.01,8.936341,6.773348,20.704933,55.712583
4218268.147,4437261.143,-84.174813,33.219149,10.015395492008,206.02,177.36,41.443379,11.247163,28.367176,273.252603
4225764.014,4641185.103,-83.332457,34.618423,8.87158030546684,99.59,70.42,13.422742,3.141884,18.428212,116.729481
4224012.927,4278942.032,-84.695331,32.085984,4.63669458527453,38.35,32.49,3.001001,0.399937,1.403984,15.80593
4274380.404,4287067.221,-84.249919,31.992979,8.50300110691653,123.86,92.23,18.617702,5.986569,9.96421,127.119917
4213728.413,4361674.616,-84.48789,32.701207,8.13401674667774,70.63,44.56,3.299791,1.44047,8.134907,37.137201
4480078.11,4413010.74,-82.121889,32.23241,8.2962805178428,78.15,72.68,3.220336,2.847932,7.177542,73.483163
4243837.085,4346730.725,-84.290981,32.504556,7.97453820922251,62,51.8,8.075404,1.494513,3.874506,51.059001
4279158.541,4245488.98,-84.355617,31.686259,8.02363245767872,77.07,62.27,11.512652,0.712349,9.690139,70.167987
4349773.77,4172232.969,-84.028928,30.963908,9.47846169045307,197.1,170.09,26.578607,11.214418,35.99633,215.205974
4381611.79,4253797.811,-83.48947,31.439084,9.40265693849318,139.65,155.38,10.999971,25.241096,55.754277,211.122726
4455461.722,4395359.936,-82.384811,32.189247,7.43602009698243,97.29,108.03,10.656933,3.163316,18.325693,98.113244
4171728.662,4652363.526,-83.743559,34.872842,8.31696546636154,104.64,35.61,6.840325,2.148009,8.843591,30.990111
4422085.922,4406616.798,-82.612531,32.370932,6.68735197662899,20.2,15.31,0.669555,0.485727,1.448257,16.540113
4141294.434,4376946.321,-85.040605,33.028956,9.51685154579563,207.68,160.71,40.575696,18.993285,49.693605,306.620864
4344113.377,4278910.903,-83.70647,31.726576,6.88721267247686,38.47,28.59,1.185323,1.346681,5.693525,44.530204
4325323.752,4395608.576,-83.441433,32.596382,8.02823387716063,44.75,18.88,3.086434,1.610143,4.233751,27.915201
4154151.924,4644303.964,-83.924418,34.873824,8.82176382291801,195.41,75.13,5.673644,6.133848,14.002244,72.145644
4208267.224,4388024.776,-84.438397,32.90361,8.98873343022257,126.78,81.34,4.431885,4.507502,11.027118,184.121965
4017545.359,4579451.969,-85.347261,34.853083,9.34600539865884,242.73,159.56,13.194916,12.399917,47.60646,259.783288
4215460.836,4519063.839,-83.892219,33.801118,9.36299298111281,224.3,170.75,43.769843,28.70116,67.885365,376.92871
4510928.846,4279443.333,-82.360108,31.224913,9.74810325795231,164.77,141.18,17.447724,13.095962,19.644644,170.880048
4352467.197,4528696.909,-82.720059,33.430554,7.480963253,43.2,25.9,0.756749,1.230365,2.181943,18.859399
4388343.691,4469460.031,-82.652052,32.908862,7.79005363836687,91.35,54.09,8.970303,1.41822,4.59525,60.139989
4518677.275,4354718.931,-82.02779,31.714561,9.81377078782855,97.11,89.31,14.364281,4.473435,16.872657,167.544359
4242322.296,4272949.996,-84.564352,31.989197,5.78117205667162,40.26,16.37,3.568785,0.840335,2.438554,23.113792
4430315.126,4373259.055,-82.668503,32.11618,6.68758486426387,31.37,40.38,1.148816,0.633912,2.092083,14.687514
4177154.361,4623703.751,-83.810681,34.655136,8.43810981119094,128.85,56.93,9.238768,6.348296,21.855469,101.665451
4057901.699,4582596.14,-84.987039,34.747966,10.0701356164379,235.8,287.47,18.678234,7.664556,41.886176,325.28517
4342112.567,4560484.541,-82.682509,33.682436,7.55446677992224,92.33,62.15,3.124357,2.303119,15.67722,40.329541
4337019.283,4438786.834,-83.186223,32.859375,7.49275127358358,58.7,31.27,5.205759,1.318724,5.597027,47.924935
4342608.524,4229461.183,-83.891261,31.385674,8.46505382868747,97.44,95.98,10.388561,1.899751,9.534024,80.991355
1043560.855,4819670.933,-116.295789,43.33301,9.37703037767834,870.58,511.22,92.762746,164.401448,516.877362,821.207054
1013115.75,4985210.453,-116.508274,44.835445,7.41527563195389,57.02,24.2,2.62334,0.465598,12.437348,14.933849
1361905.168,4804407.563,-112.446333,42.903045,6.92561882944419,300.17,215.15,14.512133,29.623247,130.542424,297.467005
1474543.993,4746346.297,-111.192643,42.257015,6.78585223960421,42.18,11.34,0.889731,0.877612,3.187579,30.934396
991720.2314,5246705.639,-116.508115,47.189538,7.30833335631789,45.26,21.64,4.023759,0.680359,14.874454,17.514467
1336162.269,4841260.308,-112.701386,43.258067,8.29431636802697,111.04,91.02,3.445378,13.898728,24.465053,119.885673
1220024.38,4865200.241,-114.082055,43.590593,6.45445208857073,80.86,48.41,3.720297,1.945891,44.34769,26.967756
1002802.818,5357191.249,-116.235812,48.168492,8.54938979199512,229.05,96.57,9.8474,13.06188,58.266543,67.681595
1387248.703,4874191.274,-112.030107,43.49119,9.51795348259676,292.11,181.81,19.884345,72.141787,83.247512,356.355748
995869.0107,5433532.525,-116.237854,48.856005,6.69605463466898,42.08,32.44,1.427023,0.943359,9.476125,17.252397
1009231.924,4853339.7,-116.685152,43.658336,9.01802239387531,404.05,430.36,26.970233,65.71377,124.862534,453.674209
1412274.822,4788747.3,-111.865817,42.706552,5.99620111135572,33.42,15.96,0.632894,1.570589,6.707499,45.184675
1257179.929,4751361.858,-113.781889,42.54231,8.90043192474793,81.5,84.44,6.766212,5.072094,28.926384,138.443738
1063663.714,5196348.262,-115.628184,46.68261,7.32423419911154,57.27,23.23,0.424407,0.403727,2.713262,13.828576
1080596.721,4793764.335,-115.869518,43.073931,7.32149384346808,65.69,62.1,3.208465,3.38775,29.425513,47.272473
1434079.602,4718842.595,-111.717267,42.063286,6.47510733835057,27.64,21.83,0.499508,0.576157,3.390086,29.547701
1417075.466,4968658.655,-111.507059,44.289165,7.20962239283424,65.77,28.97,2.414841,4.391668,12.044723,96.354913
1031040.364,4903693.168,-116.366454,44.093462,6.76489868735567,63.71,50.35,5.172431,2.956994,11.051938,58.169102
1174810.001,4767586.378,-114.754786,42.763027,6.79365224754654,33.34,32.22,0.983877,1.922145,7.755359,22.122872
1003426.333,5107360.156,-116.505649,45.93491,7.57855013017642,67.27,36.92,0.815161,1.299425,9.926439,14.514571
1391248.117,4894963.016,-111.947607,43.670031,7.41868786642731,49.26,40.38,1.821564,6.196116,12.97857,56.978309
1226048.941,4762760.759,-114.14192,42.673504,7.909318133,61.15,97,2.430389,4.058582,12.762064,71.277739
986017.335,5294495.034,-116.530589,47.621065,9.7148806899262,486.81,246.48,38.234496,52.544822,264.630902,342.848041
972335.1586,5218727.253,-116.791712,46.953444,7.92813300260668,100.3,47.51,4.317947,11.235666,45.471201,56.738319
1008305.827,5145554.523,-116.402329,46.272814,7.15930688757801,49.55,30.54,0.318905,1.237804,11.008635,10.305587
1399819.596,4906589.081,-111.823974,43.762463,7.16309174700632,42.23,35.64,1.938459,13.490649,11.956545,165.643344
1251174.91,4765144.897,-113.835986,42.670687,8.14802759534729,80.21,91.39,9.971497,3.309042,29.81624,84.047758
975070.7194,5126276.697,-116.850441,46.124353,7.6399487320007,175.14,89.66,7.261978,17.511153,82.557387,107.495203
1061495.094,4735645.117,-116.160231,42.568657,7.6091287169155,54.34,64.59,2.296753,2.055851,12.415698,43.893073
998189.9846,4880484.445,-116.796109,43.908784,7.48608862506681,69.3,50.94,3.56496,5.58553,25.382948,65.638055
1344129.849,4767481.301,-112.715336,42.595651,6.85880984872955,30.96,26.61,0.761126,3.661639,6.134816,41.522127
1019515.868,5284813.617,-116.099342,47.508649,8.15306310310435,68.74,43.37,3.396696,2.068958,24.86903,27.933287
1200517.716,4747013.262,-114.469287,42.556853,8.33980658107858,215.27,170.18,11.018458,44.865163,84.655018,223.721281
1096634.651,4979369.252,-115.46694,44.7186,7.68458023817856,85.61,32.77,5.912723,1.330945,17.90409,17.504334
972744.7197,4936473.248,-117.060986,44.426915,6.80023714801222,74.33,46.04,1.36015,1.156153,15.067256,49.441486
3219444.214,4931404.017,-91.385655,39.941739,8.57564874815801,353.84,95.53,23.196259,24.5197,186.372946,336.499053
3551870.064,4674644.375,-89.171197,36.988689,7.38007691644478,45.99,17.17,2.568053,0.849334,4.748987,23.655797
3428160.317,4882006.71,-89.538264,38.9239,7.44603158718843,76.47,24.78,5.059896,4.502922,28.021575,76.259756
3324520.142,5280492.506,-88.850468,42.244078,7.79899154173374,111,46.43,7.838703,6.023168,60.78087,100.446722
3273688.794,4955714.17,-90.750229,39.961493,5.5544112837975,20.86,5.79,12.618334,1.021089,14.910804,20.31973
3339450.654,5170288.576,-89.195936,41.371139,8.48697070127259,215.04,46.64,15.451377,14.489843,78.631246,119.210583
3242488.232,5207151.748,-90.005863,41.967974,7.57697849150628,148.68,35.61,11.870087,7.381415,35.215052,87.456043
3304942.178,4971784.065,-90.376582,39.986572,6.39727128185512,86.54,26.92,11.848441,1.94974,28.824748,73.525924
3486664.992,5065630.926,-88.212131,40.10474,9.37344758235282,546.35,184.6,56.209031,74.862938,245.629696,538.01161
3570865.988,4998897.215,-87.694088,39.334188,7.01482314638512,76.67,17.4,5.736632,1.821663,9.01791,105.887349
3534713.608,4893124.87,-88.476551,38.67039,7.41240772644285,81.85,26.3,9.731058,3.821143,12.01877,115.490452
3466652.432,4845574.8,-89.314555,38.530417,7.33949977131194,135.47,31.69,18.778493,3.625756,116.827389,198.722532
3504416.111,4987444.559,-88.374644,39.467577,7.91597414234084,205.54,71.87,13.672088,18.785218,123.900612,222.979523
3428487.754,5299647.417,-87.728134,42.027956,10.164470809621,18461.28,11369.78,2732.554503,1504.823049,10840.00866,19119.95021
3583791.893,4958951.997,-87.740775,38.997992,7.50664813232918,114.47,37.1,23.999781,3.654989,28.717439,99.750361
3539518.611,4974345.244,-88.095093,39.256216,6.50584760340079,57.61,16.38,4.024318,4.117398,18.873106,36.097713
3346909.112,5249086.044,-88.769716,41.934209,7.73923754095687,271.16,114.81,38.39253,30.564488,163.594474,243.592778
3420789.375,5042350.041,-88.949231,40.148101,6.99205754338786,94.79,20.34,6.704883,7.62708,43.759989,94.023949
3501147.574,5034588.601,-88.20621,39.827311,6.67557502942535,89.51,64.85,4.517287,5.750768,38.864759,116.952596
3403505.345,5274602.396,-88.091069,41.930012,9.72009788891912,3269.48,1113.44,409.349153,341.427661,1444.956737,2682.003283
3556713.136,5021459.322,-87.732004,39.546876,7.34176239554956,112.45,25.23,9.945812,5.044118,13.612922,88.448491
3504002.719,4944606.129,-88.557128,39.151075,8.13494008296603,137.82,38.3,15.384128,14.434504,63.743903,127.889444
3479360.643,4928113.04,-88.860435,39.107333,7.95804938498002,132.19,56.17,14.348616,2.807764,31.087196,93.613362
3453074.05,5146481.601,-88.183974,40.814705,8.0174550882916,95.9,27.94,12.795715,5.343207,43.614696,98.563486
3528609.629,4797547.752,-88.91655,37.97842,8.95483318892749,240.73,75.38,24.551827,3.313093,53.081105,275.100894
3303280.358,5065181.815,-90.007137,40.698775,8.43851045567818,246.99,77.04,7.285739,12.441876,140.881265,186.025205
3604975.508,4791140.883,-88.226356,37.691987,7.42149734698724,46.72,6.03,4.71979,1.018583,6.021893,30.726285
3322513.71,4894384.822,-90.514049,39.344592,7.09110667197937,94.93,29.65,3.778482,1.723421,29.66565,53.34075
3425786.517,5182311.468,-88.290985,41.171726,7.92928314446287,138.24,38.56,34.868041,20.119528,107.76038,145.791493
3555825.889,4824967.029,-88.551903,38.097404,6.97433869165314,64.62,16,2.799374,0.650996,6.138626,73.086904
3223639.018,5012155.246,-91.020438,40.546976,8.34253148984269,161.53,21.12,4.004226,5.327594,43.750142,92.032407
3615382.967,4772167.102,-88.204443,37.518929,7.35778482847206,49.55,16.22,1.007135,0.63052,5.321663,19.947364
3283917.844,5128447.568,-89.931164,41.238755,7.25620471882642,251.17,56.15,12.633969,8.218472,69.38401,195.282467
3475465.266,5130668.109,-88.036505,40.622603,8.63592847576211,192.24,52.34,15.121687,7.732898,69.727246,165.536206
3488450.857,4747762.976,-89.488993,37.729334,8.84876358274296,207.53,98.21,21.625372,13.187338,68.077366,270.037849
3548623.027,4935666.598,-88.170096,38.940794,7.12157620212462,58.29,20.42,2.299121,2.974185,12.634295,40.029952
3510062.26,4837595.555,-88.933509,38.335128,9.02148617201697,196.19,68.64,30.270568,11.096482,42.204214,230.272348
3356001.572,4861102.75,-90.31865,38.989315,7.98107749364034,95.52,23.27,9.518171,2.448085,73.805119,111.427656
3186213.463,5241476.281,-90.427422,42.412152,7.80023664040272,174.14,29.54,17.74127,6.851338,46.324754,61.766746
3569567.956,4736923.433,-88.768486,37.399695,6.86522717770158,75.76,11.68,4.999838,5.178178,12.712461,75.626479
3378061.287,5278586.489,-88.324859,42.046982,8.77165250810308,1058.39,723.77,131.973742,108.347342,506.29974,899.532606
3461205.463,5200425.771,-87.863454,41.185147,9.17526290673679,474.03,166.38,50.072348,32.211633,202.044592,499.578597
3392720.812,5239089.393,-88.360356,41.704336,7.56164657397026,115.08,48.99,23.033857,16.123528,62.950012,122.364115
3262554.534,5082058.287,-90.341886,40.956556,8.75559192369479,331.59,79.63,21.472746,9.051799,99.856407,302.161785
3400967.994,5304864.817,-87.975773,42.162056,9.83045496164496,2172.02,1029.51,331.49141,208.547839,1121.586259,1685.491519
3382143.605,5154779.661,-88.841841,41.113583,8.68543729131494,516.33,124.1,57.298836,20.486094,225.339707,330.774621
3599344.62,4917224.888,-87.768507,38.640324,5.32133582584258,98.12,38.71,19.627951,1.991653,16.429056,93.683998
3330853.248,5208537.768,-89.112126,41.685775,8.27504896133415,173.01,33.03,29.158702,11.233256,82.19275,144.041141
3412760.17,5139042.312,-88.610295,40.894535,8.3762570111235,187.74,52.67,13.248373,7.334796,102.640475,167.588182
3370057.743,5032235.046,-89.48705,40.236475,7.5925415064836,148.41,35,5.885747,14.423894,48.078889,135.827054
3258058.682,5017373.005,-90.655321,40.479483,7.24496685008539,167.86,44.97,13.596148,6.54905,60.088035,134.170605
3368487.068,5291237.772,-88.361705,42.173566,8.83606943966184,718.15,278.79,113.068797,84.514297,428.790661,531.623384
3401559.927,5078250.763,-88.983639,40.478781,8.14963056865382,558.52,176.28,88.217156,37.495112,360.325638,879.548106
3433146.597,5009386.587,-88.968358,39.862027,9.21072896646356,630.24,171.88,69.25122,92.842583,258.913066,592.007417
3401834.71,4882789.29,-89.788906,39.011815,8.68730399818679,256.81,56.75,12.658437,14.170808,118.534555,228.484451
3398401.514,4852975.085,-89.940141,38.797562,10.0891421826314,1045.47,314.5,119.4459,71.60754,679.556069,1355.868341
3509023.373,4866194.288,-88.829014,38.551665,8.83101363786591,225.35,79.19,53.650094,9.19862,87.331642,323.87953
3361092.401,5126871.76,-89.171383,40.974882,7.31917671622313,114.36,17.47,2.473386,3.541554,37.012541,88.830051
3353720.712,5019407.981,-89.700864,40.192387,8.31960057179212,131.99,23.65,4.808149,3.939536,51.341664,98.766946
3587554.618,4710931.069,-88.700932,37.150852,7.82838195504927,86.24,22.41,9.12685,1.881957,11.689013,86.288702
3360367.498,5002667.82,-89.705218,40.045184,6.91599527477848,59.37,8.56,2.563837,3.968729,34.800145,50.154347
3389285.888,4801040.1,-90.230398,38.432703,6.55269104115957,104.65,14.97,13.370372,30.723724,122.312644,125.081951
3437051.34,4934850.725,-89.239146,39.292306,8.27001195138969,159.56,29.51,14.346536,2.761511,71.377711,136.904203
3330704.909,4949293.887,-90.214327,39.735713,8.17030596567572,194.53,36.24,32.773443,9.979011,114.352282,213.451418
3470267.525,4990121.334,-88.690868,39.598347,6.04727604203756,72.99,52.51,8.354402,5.493418,44.202032,67.892648
3320679.937,5233100.728,-89.103813,41.903418,8.12642308267578,201.21,51.46,19.246096,18.808977,82.943573,168.356735
3340842.829,5083081.752,-89.559547,40.712683,10.0744647615199,773.29,296.79,53.976553,61.150262,394.217833,830.399811
3494958.047,4789675.083,-89.265309,38.023789,7.49879224315621,116.61,21.86,7.589121,3.376871,32.090471,139.084963
3469326.434,5031201.34,-88.526641,39.906709,7.6272817016558,75,17.28,5.928939,8.628252,40.531156,71.755411
3284782.903,4914239.538,-90.806001,39.611359,7.5324232834125,102.45,25.09,7.202415,1.525809,49.706683,62.09194
3343045.267,5156703.893,-89.219878,41.257591,6.45996073198015,45.37,5.14,4.159881,1.282804,30.126542,41.396909
3454190.562,4764954.738,-89.748003,37.962952,6.33917890027096,173.88,46.74,6.171234,12.210464,117.259333,239.425142
3567283.404,4916802.054,-88.07179,38.741064,7.95370623687486,101.23,20.59,16.024029,2.305342,8.548525,119.038339
3224992.406,5139932.684,-90.474091,41.515803,9.08532468796291,714.1,218.66,34.383705,27.218045,357.679882,525.234485
3396746.297,4825515.095,-90.063664,38.595191,9.71652681074496,856.75,363.15,101.836724,58.565754,466.726289,982.050241
3573491.284,4781719.746,-88.557327,37.720764,8.55117182519435,179.75,39.21,17.753781,5.826608,53.199084,273.939013
3379070.044,4981572.982,-89.60958,39.826993,9.94326318573126,888.34,227.25,69.299192,103.501348,540.530564,962.217048
3283207.378,4981688.599,-90.551128,40.129581,5.60508515790799,66.18,26.87,8.173907,1.627729,11.396721,55.738134
3318171.492,4924167.088,-90.438231,39.584144,6.49090683940068,39.21,5.17,6.184542,0.889434,29.306595,34.600077
3484398.159,4971463.894,-88.633124,39.413885,6.99554313876429,132.22,22.97,5.416857,9.499563,34.784331,114.390336
3305056.758,5111208.617,-89.794232,41.040264,7.45306255291414,43.63,10.57,1.817305,0.806732,10.746109,36.537365
3256038.692,5254285.308,-89.659366,42.278391,8.37749891391176,279.24,76.2,14.981124,12.584788,99.778536,205.761806
3508084.778,4727959.007,-89.379478,37.520907,8.08545346911529,100.26,29.1,2.510379,1.971168,17.29356,66.667747
3536913.003,5091413.323,-87.617732,40.126984,9.6562919949776,444.54,137.24,35.70615,33.939231,172.701316,384.114116
3601495.503,4892359.792,-87.850867,38.450323,6.12615569820259,79.63,31.28,8.143028,2.064781,7.473548,106.877425
3238117.009,5067522.936,-90.64745,40.923719,6.81394325483199,97.37,18.51,11.798564,1.167133,48.359114,95.933656
3473802.479,4835501.743,-89.286279,38.43267,7.44020684737877,80.07,13.94,20.941641,1.71982,57.463438,89.86785
3537889.202,4871164.544,-88.535613,38.497247,7.14224342593819,109.56,38.74,11.365413,1.990183,10.926311,97.85787
3591570.673,4837130.644,-88.168067,38.074535,8.66214253938625,106.69,23.86,10.767279,4.101337,9.932563,96.070871
3280810.965,5190930.106,-89.690844,41.719727,8.2222000885264,366.71,86.7,51.029331,21.567863,198.276355,318.154518
3416859.026,5228494.625,-88.170483,41.543624,9.92621194701636,2058.31,867.04,422.937653,216.315271,1084.864824,2006.956409
3525498.546,4776908.848,-89.026623,37.833978,8.54794586556339,275.85,81.09,29.606741,12.474772,100.114564,407.474465
3302102.761,5270223.879,-89.122441,42.243405,9.96776042620503,1275.72,496.38,123.996988,89.899681,627.137561,1085.004891
3376315.606,5121251.182,-89.045749,40.882752,7.78289400772252,158.12,38.32,13.572932,8.882291,52.028838,254.700692
3695700.553,5300868.803,-85.149967,41.08515,10.0309276509643,1395.91,870.47,422.718307,179.620913,644.055861,1876.488738
3736256.819,5058452.647,-85.889554,39.20933,8.99437975017115,247.33,126.06,19.619884,29.910435,55.328771,231.156685
3712531.362,5230599.107,-85.325865,40.524256,6.43153217733241,83.81,21.88,4.831385,1.997423,6.083924,52.551176
3706677.141,5059224.166,-86.159913,39.316399,8.53449920358438,96.61,36.28,5.729477,3.111848,15.971463,46.030556
3602478.376,5220066.084,-86.41268,40.83897,7.13879302181238,184.79,102.2,23.306249,3.506293,29.130189,158.09025
3800036.97,4963193.306,-85.720316,38.308251,9.49384637803816,407.48,194.16,64.297398,38.925086,134.764159,436.739904
3624682.754,5155082.035,-86.499455,40.291366,8.50002556439559,128.58,80.91,16.019943,13.229037,31.884566,150.972452
3724989.904,4931720.927,-86.540764,38.333253,7.91896550235188,59.47,19.19,4.850736,1.853304,7.004622,28.725391
3647792.499,4952664.557,-87.167275,38.741389,7.08804486605654,106.4,115.45,8.751158,1.387553,25.179681,107.243487
3685230.107,5351814.829,-85.001698,41.485233,8.34753178398475,139.25,75.8,29.686444,6.20398,32.942934,155.334542
3737843.637,5191497.472,-85.272537,40.155357,9.30143759335706,471.62,279.09,77.878507,31.232341,124.195855,429.690051
3606632.308,5335112.081,-85.829497,41.652729,7.8584683780307,513.04,533.56,75.520266,35.324507,143.630186,551.268467
3791318.041,4959561.452,-85.815262,38.311697,8.90066353954811,306.13,111.59,90.902929,31.086734,122.99423,409.554394
3784894.195,5103925.182,-85.238917,39.365705,8.1041541797754,88.73,26.6,8.544104,1.538982,18.560482,65.842381
3622141.937,5256790.034,-86.054476,41.03435,6.73547421309562,116.36,63.38,6.637154,0.837494,13.308297,96.438722
3630315.178,4901672.616,-87.543154,38.425421,7.83917047612572,123.6,45.93,20.384403,5.130258,16.740662,117.025818
3681854.192,5220036.896,-85.66248,40.558241,8.84060068994313,300.59,140.07,25.878502,9.735268,55.214682,564.199195
3633691.629,4986638.281,-87.154937,39.036181,8.44299326198842,171.77,72.83,16.122806,10.811664,33.474995,136.179258
3709235.536,5119512.505,-85.867387,39.741252,7.76301549820232,159.37,66.66,30.85078,10.997241,60.075602,211.607617
3741492.386,5161799.003,-85.375674,39.930759,7.97908578035474,238.58,98.21,19.247186,6.680055,30.220177,237.345205
3662410.132,5200797.229,-85.934508,40.489107,8.15023630385261,372.82,148.79,76.046749,23.831703,62.587159,434.769454
3671962.831,5272011.918,-85.511111,40.965313,7.61284161829597,153.68,71.77,19.244838,5.696419,36.065479,186.45519
3750976.708,5032426.732,-85.868498,38.97193,9.00515315085011,160.66,83.52,19.508838,11.445485,35.573746,183.105035
3745728.458,5234336.93,-84.999154,40.431677,7.39888062347821,107.8,52.84,18.023059,2.025112,10.591952,65.648806
3763069.949,5038737.055,-85.729644,38.975732,8.39443976375151,93.83,53.15,8.811813,3.722265,16.300201,78.343052
3694160.906,5093469.754,-86.124419,39.606181,8.77682873415274,338.06,151.46,41.473114,23.526875,103.181791,413.797653
3632775.097,4959152.368,-87.280114,38.838389,6.63266728975349,170.55,78.31,14.163253,17.958257,30.06689,275.187099
3627800.419,5287887.703,-85.853769,41.237614,8.75913391476507,300.93,170.93,36.438164,9.164067,71.069669,244.929574
3630440.391,5342509.21,-85.566448,41.619317,7.89943212132883,109.64,221.12,7.883226,3.910209,19.276703,73.43034
3489305.869,5251105.303,-87.358171,41.460309,9.69067112432255,1834.01,978.96,310.087672,104.404555,594.378598,1923.491928
3516141.422,5297601.986,-86.880355,41.705425,9.47982546765478,504.59,212.21,61.711312,16.085415,153.916177,349.175193
3700711.312,4994002.29,-86.499379,38.865505,8.1819749091855,200.04,84.08,19.968622,3.850399,33.194488,170.393912
3703644.319,5167554.893,-85.701129,40.105343,9.41278085489478,639.82,315.57,73.48048,27.552423,168.194842,701.891747
3637179.471,5225801.712,-86.056703,40.758024,8.50108857909828,151.89,77.33,18.61339,4.287363,20.311623,132.410962
3686447.13,5029679.245,-86.477278,39.171937,9.42340884369642,402.56,217.2,70.218329,36.349879,218.670364,351.242627
3604941.893,5109243.276,-86.891802,40.026661,7.10527712301114,157.9,76.05,16.13608,15.592386,40.442438,197.617529
3522170.059,5181833.241,-87.356729,40.839862,6.7858231567079,76.01,29.19,13.449461,1.228644,11.740132,44.842617
3672280.471,5322702.573,-85.265417,41.3257,8.18420941328217,150.7,89.84,18.787206,6.752528,34.445525,136.841888
3647987.425,4915403.581,-87.321566,38.468392,6.26160441842433,78.64,16.15,5.865306,0.70506,14.723533,58.038789
3499202.315,5266187.572,-87.192013,41.536046,8.3296867754806,488.21,182.87,64.06465,24.254008,189.18018,365.594893
3624138.044,4832834.625,-87.881537,37.939165,7.35498267283817,128.4,31.73,20.776508,6.736289,31.309285,132.830012
3557839.162,5235686.525,-86.767174,41.108744,7.44785751216731,76.57,27.94,8.358321,0.824367,11.657152,52.674322
3810184.058,5067439.587,-85.171352,39.017753,6.86863908625441,102.3,49.31,9.004697,1.8171,29.093666,82.462222
3573904.551,5322026.468,-86.20627,41.676563,10.2313825232867,1098.81,650.66,152.026032,60.159406,553.211822,987.690239
3785676.223,5004777.15,-85.671297,38.655005,7.84250036336386,83.39,40.6,19.558945,4.543358,11.159512,124.091751
3728920.115,5097797.307,-85.7823,39.517041,8.61276929785894,165.31,72.81,27.007919,11.391929,49.437612,175.375726
3553638.272,5253658.905,-86.724066,41.253976,8.54525563486534,108.62,33.62,4.855251,0.77622,25.235301,46.308391
3680760.823,5359364.478,-85.006946,41.555232,9.04086981794671,184.44,65.04,16.756876,19.374709,71.194493,114.123879
3607966.6,4997623.027,-87.349465,39.201967,7.80846821336111,86.92,47.61,10.708699,2.94722,9.207193,70.818977
3584019.068,5151575.361,-86.900997,40.406407,9.31500163651492,413.68,311.81,51.102134,84.778891,341.359773,463.457974
3652860.304,5178514.525,-86.126902,40.36237,5.8868097348829,78.47,29.11,6.463471,2.6612,21.91539,109.785045
3660683.562,4852754.409,-87.461655,37.96835,9.80505637513159,790.65,419.32,109.755775,68.075415,271.326698,823.924854
3587229.469,5027724.253,-87.415954,39.491378,9.82061652355503,432.97,235.06,74.309644,23.340818,115.623328,458.185784
3654572,5238068.155,-85.835085,40.784482,7.79348517552724,163.16,64.94,10.67747,6.950805,20.180841,155.758873
3666330.824,4859833.5,-87.380498,38.001977,8.84483256994895,186.64,53.11,18.035019,17.259611,60.418096,204.559234
3789568.023,5171858.167,-84.885756,39.831672,8.62296109879878,312.44,201.46,53.020112,4.601614,47.544841,257.424622
3558764.769,5182321.4,-87.003032,40.717353,6.23633401970807,153.07,78.13,17.117107,4.719928,58.179521,119.572531
2895228.841,4983106.7,-94.502497,41.29751,7.30784101752468,67.34,12.78,3.223521,4.099639,27.30921,74.654081
2890745.428,4949971.327,-94.673268,41.047708,6.84441561034698,45.57,11.95,1.483187,1.103418,32.373313,54.977179
3061821.91,5289105.405,-91.506538,43.179437,4.87909546670279,52.46,5.87,5.19031,0.212122,5.041177,23.062099
3057553.459,4968535.797,-92.875586,40.713242,8.11359774420236,116.44,39.08,1.099464,0.673507,22.188683,53.064281
2842503.698,5016769.807,-94.932008,41.713621,7.14476211258963,73.01,15.54,5.233084,1.485052,23.29037,47.736242
3057568.013,5121119.127,-92.265851,41.897961,7.41468543525712,126.52,15.8,7.469513,6.887876,45.871008,142.55606
