utmx,utmy,X,Y,Rate_per_100000,PopulationDensity,Beer,NoHealthInsurance,Cases,Neighbor_Disadvantage
3791318.041,4959561.452,-85.815262,38.311697,5.07767069543241,39320.81986,90.902929,111.59,106,-3.891949
3571901.578,5092359.465,-87.279902,40.015868,3.91800507710569,2717.72388,11.96178,39.1,7,-1.390963
3784894.195,5103925.182,-85.238917,39.365705,3.44361809754611,590.74525,8.544104,26.6,6,-1.253409
3622141.937,5256790.034,-86.054476,41.03435,4.275276265,1827.55789,6.637154,63.38,12,-1.77429
3630315.178,4901672.616,-87.543154,38.425421,4.26829786934554,2739.05372,20.384403,45.93,20,-2.484093
3681854.192,5220036.896,-85.66248,40.558241,4.78331637137157,15104.9163,25.878502,140.07,67,1.194798
3633691.629,4986638.281,-87.154937,39.036181,4.29319542096727,2949.1837,16.122806,72.83,20,-1.849414
3673522.891,5156667.296,-86.032523,40.132804,4.5485998344997,74259.6373,78.038682,194.8,260,-26.539574
3709235.536,5119512.505,-85.867387,39.741252,4.62888671260541,9005.25687,30.85078,66.66,67,-5.502085
3758113.418,4952947.796,-86.146755,38.375978,4.36944785246702,618.86482,22.864066,38.74,27,-2.054672
3667160.721,5092204.304,-86.382083,39.689971,4.76302827060367,22858.39333,35.100849,133,165,-10.265977
3741492.386,5161799.003,-85.375674,39.930759,4.81705054502359,15161.00128,19.247186,98.21,51,-0.093467
3662410.132,5200797.229,-85.934508,40.489107,5.18906038061109,37413.2288,76.046749,148.79,124,-0.026614
3671962.831,5272011.918,-85.511111,40.965313,4.57574137529728,5376.37034,19.244838,71.77,30,-4.427232
3750976.708,5032426.732,-85.868498,38.97193,5.06890420222023,10202.97811,19.508838,83.52,58,-0.925502
3514991.39,5229372.328,-87.209236,41.212188,4.35799005684564,1224.09306,11.218555,57.36,22,-2.300308
3745728.458,5234336.93,-84.999154,40.431677,4.3528552573736,1780.06471,18.023059,52.84,13,-1.50598
3807028.164,5026335.763,-85.382199,38.735871,4.75272775034571,5604.86226,10.633551,51.07,32,-0.520799
3694160.906,5093469.754,-86.124419,39.606181,4.7824792009585,39701.0173,41.473114,151.46,156,-10.027662
3632775.097,4959152.368,-87.280114,38.838389,4.57264699428253,16142.85413,14.163253,78.31,30,-1.321643
3627800.419,5287887.703,-85.853769,41.237614,4.07923092441205,9748.3229,36.438164,170.93,39,-5.035516
3630440.391,5342509.21,-85.566448,41.619317,3.67122451887522,896.59678,7.883226,221.12,12,-0.804296
3489305.869,5251105.303,-87.358171,41.460309,5.54361372250338,332606.772,310.087672,978.96,1039,32.578549
3516141.422,5297601.986,-86.880355,41.705425,5.2533200006173,39957.89742,61.711312,212.21,178,-0.973843
3700711.312,4994002.29,-86.499379,38.865505,4.41763506214125,7210.24706,19.968622,84.08,32,-1.551476
3703644.319,5167554.893,-85.701129,40.105343,5.12634210180823,53798.33025,73.48048,315.57,185,5.209103
3682160.847,5123203.065,-86.103163,39.86185,6.38249260741838,806545.9908,560.12639,2565.52,4664,52.377505
3591732.399,5299465.76,-86.142849,41.450089,3.85227300102237,2977.08094,14.584912,137.63,18,-1.893314
3675151.354,4954776.783,-86.903821,38.666197,4.24992279404054,321.62061,4.904202,12.6,6,-0.70501
3637179.471,5225801.712,-86.056703,40.758024,5.02190488635449,10080.29208,18.61339,77.33,46,-1.125131
3686447.13,5029679.245,-86.477278,39.171937,5.14166355650266,90360.43077,70.218329,217.2,225,-5.975985
3604941.893,5109243.276,-86.891802,40.026661,4.60216567696779,5629.12692,16.13608,76.05,32,-3.359762
3687605.372,5067176.453,-86.302112,39.439067,4.45085282560373,12294.38744,40.187681,94.25,51,-2.850927
3522170.059,5181833.241,-87.356729,40.839862,4.32413265625498,165.52601,13.449461,29.19,9,-0.372201
3672280.471,5322702.573,-85.265417,41.3257,3.8177123259569,6182.45304,18.787206,89.84,18,-2.491873
3707577.406,4963567.452,-86.566221,38.622031,4.2017030805426,960.70559,32.996871,47.97,11,-0.402207
3640705.255,5042121.874,-86.850181,39.416958,4.49535531998088,375.28105,9.082672,52.6,16,-0.902386
3586070.232,5079098.139,-87.203651,39.871038,4.93949726626292,286.87596,4.4777,53.43,20,-0.746231
3724300.681,4881383.391,-86.757585,37.970347,4.21212759787848,2004.44928,6.740521,20.81,11,-1.679615
3499202.315,5266187.572,-87.192013,41.536046,4.67934958416234,45339.34651,64.06465,182.87,156,-12.786935
3624138.044,4832834.625,-87.881537,37.939165,4.24563400976833,3096.99954,20.776508,31.73,15,-1.948452
3557839.162,5235686.525,-86.767174,41.108744,3.86283276123737,302.99265,8.358321,27.94,5,-0.341957
3625159.134,5067932.21,-86.883414,39.657299,5.01794186927869,1122.67238,19.960023,42.42,49,-2.710572
3763768.416,5217571.997,-84.910765,40.247922,4.66814498514948,1476.75004,19.194537,76.13,22,-0.844435
3810184.058,5067439.587,-85.171352,39.017753,3.91999117507732,522.16172,9.004697,49.31,12,-0.944492
3759391.833,5127070.64,-85.368719,39.620046,3.91202300542815,1716.86756,7.879878,48.71,7,-1.036426
3573904.551,5322026.468,-86.20627,41.676563,5.46510218419286,192896.1417,152.026032,650.66,534,2.756385
3785676.223,5004777.15,-85.671297,38.655005,6.62975947611978,2205.84804,19.558945,40.6,152,-0.059549
3728920.115,5097797.307,-85.7823,39.517041,4.37701409285034,13791.65753,27.007919,72.81,30,-2.254203
3691418.95,4855178.13,-87.16786,37.886701,3.54673968695281,303.29421,6.424795,21.51,6,-1.696043
3553638.272,5253658.905,-86.724066,41.253976,4.04129534113228,1196.90105,4.855251,33.62,11,-0.494866
3680760.823,5359364.478,-85.006946,41.555232,3.91800507710569,1930.94083,16.756876,65.04,15,-5.247408
3607966.6,4997623.027,-87.349465,39.201967,4.94449549159171,578.76922,10.708699,47.61,25,-1.352458
3842737.623,5059393.138,-84.911304,38.847158,4.49423862528081,122.60737,2.82499,17.45,8,0.482454
3584019.068,5151575.361,-86.900997,40.406407,4.66343909411207,133570.5729,51.102134,311.81,176,-5.734373
3652860.304,5178514.525,-86.126902,40.36237,3.83297979808769,316.08025,6.463471,29.11,6,-1.580469
3794835.281,5152957.368,-84.924499,39.678989,5.50329694723457,88.86757,4.713251,18.23,15,-1.198557
3660683.562,4852754.409,-87.461655,37.96835,5.19351225218191,136871.799,109.755775,419.32,276,5.82993
3579855.065,5047017.672,-87.402409,39.657324,3.82428409112014,1925.47897,6.750328,32.08,6,-0.950981
3587229.469,5027724.253,-87.415954,39.491378,5.4187635196239,52411.3626,74.309644,235.06,206,9.363056
3654572,5238068.155,-85.835085,40.784482,3.40452517175483,5481.19582,10.67747,64.94,8,-1.917131
3666330.824,4859833.5,-87.380498,38.001977,4.42484663185681,10831.29862,18.035019,53.11,44,-5.237695
3753638.261,4982396.455,-86.061523,38.603177,4.62301010411642,2391.5969,10.219664,53.19,24,0.237281
3789568.023,5171858.167,-84.885756,39.831672,4.64727136200673,20167.51516,53.020112,201.46,58,-0.212437
3715723.309,5260868.836,-85.153262,40.728256,3.7635229971097,2681.4346,17.454655,43.57,10,-3.429324
3558764.769,5182321.4,-87.003032,40.717353,4.68951133442184,2222.05285,17.117107,78.13,22,-3.381515
3669503.483,5306830.379,-85.368105,41.2227,4.14630430115281,1056.56827,14.933716,51.53,18,-3.968157
3061821.91,5289105.405,-91.506538,43.179437,3.96840333886425,343.06858,5.19031,5.87,6,-0.994453
2842503.698,5016769.807,-94.932008,41.713621,5.14516618705386,155.605901,5.233084,15.54,8,-1.533864
3057568.013,5121119.127,-92.265851,41.897961,4.02891675689965,767.50489,7.469513,15.8,12,-3.437907
3020747.089,5183069.448,-92.392163,42.491362,4.68213122712422,88272.50447,37.903223,211.62,119,-2.508429
2914602.609,5085820.087,-93.903227,42.052131,4.26408733680919,4058.21569,12.200675,18.17,16,-4.21934
3028122.853,5233330.577,-92.102155,42.857201,3.49650756146648,2147.97913,8.43313,20.41,7,-5.519305
3072526.907,5212297.892,-91.727916,42.554965,3.83297979808769,1218.38799,3.586363,30.82,8,-3.06001
2780350.442,5113011.842,-95.230374,42.655377,4.6662652853479,1087.47999,2.357852,44.1,17,-1.178742
2833341.908,5059796.814,-94.866209,42.081349,4.62888671260541,2101.95931,13.075598,7.42,17,-2.239662
3176557.792,5142171.171,-90.955752,41.687614,3.92789635458444,255.42453,4.1975,11.11,8,-2.746811
2925595.618,5232780.712,-93.189857,43.171309,4.4200447018614,8343.79179,22.980607,53.47,30,-4.250267
3001471.535,5249868.051,-92.312017,43.068851,4.25277179881662,347.75813,1.843968,23.17,7,-2.616947
2976653.818,4978558.622,-93.670421,41.028171,4.35926964755127,692.504372,1.593945,17.36,6,-1.222498
2759488.484,5158998.264,-95.278005,43.081312,3.79548918917219,951.3214,4.668108,11.49,6,-0.425673
3085782.091,5258063.213,-91.392074,42.864244,4.20916023665068,154.30304,4.303229,39.03,10,-2.618248
3231568.764,5188845.098,-90.196517,41.865282,4.43911560165801,13248.1663,13.911125,47.77,33,-2.084792
2780016.961,5048170.661,-95.480507,42.139142,4.4624538837865,448.65027,2.631208,31.38,12,-1.051183
2939388.234,5039445.231,-93.823991,41.614877,4.31481788498043,20096.9045,15.619607,55.5,56,-9.290864
2966516.939,4940129.1,-93.921187,40.755255,4.51195780426591,124.579201,4.419864,28.06,6,-0.204164
3098258.174,5213848.629,-91.45399,42.485235,4.02891675689965,645.15985,7.328835,11.75,8,-2.164659
3204342.722,5036807.32,-91.113543,40.795327,4.37575702166029,17520.93643,33.604334,56.14,26,-1.650467
2747654.881,5191498.122,-95.279436,43.374271,3.8458832029236,1298.68943,14.370513,14.58,7,-2.226991
3162039.671,5245741.651,-90.65665,42.523468,4.63472898822964,63043.22948,29.528605,107.57,84,-8.204671
3052684.142,5217863.814,-91.911026,42.660488,4.19116874685764,694.15793,6.572062,26.57,11,-1.87527
2969473.048,5242031.008,-92.684053,43.108001,3.64021428213266,1025.68863,1.91531,20.19,5,-1.560825
2911299.713,5115031.683,-93.822503,42.291593,4.28634138453947,798.367525,6.701352,14.73,9,-2.570634
2970276.82,5146933.335,-93.071345,42.364988,4.2297491992283,398.78181,3.522783,13.42,10,-2.086707
2778654.116,4974949.523,-95.76575,41.557418,4.08597631255158,524.44503,4.143117,20,7,-2.499445
3154322.715,5055824.21,-91.541351,41.096175,4.34898678059568,1031.95853,3.282579,16.25,13,-1.425404
3090035.49,5117926.218,-91.943587,41.773106,3.95124371858143,111.54478,4.77659,14.64,7,-2.038624
3181682.716,5214702.084,-90.591325,42.223593,3.75653810258775,1387.62913,3.249695,26.37,7,-1.989967
3007597.425,5086193.431,-92.926834,41.778718,4.74319148388547,8061.14629,10.305783,27.25,36,-3.221206
3132109.432,5038966.62,-91.835675,41.034819,3.76815263500844,1336.30744,1.97515,18.15,7,-0.470978
3130239.424,5119049.82,-91.525946,41.656651,5.02388052084628,96351.27832,29.180683,133.4,198,-8.378152
3131906.027,5194950.203,-91.187618,42.233179,4.62595272517062,1233.15149,15.13688,16.28,18,-2.632411
3198107.473,4982650.076,-91.395424,40.399815,3.89385903480047,9568.7155,12.895749,41.11,14,-1.496114
3107493.423,5159844.427,-91.588554,42.041351,5.01794186927869,98869.81072,69.03048,187.87,287,-16.792782
3160215.73,5078423.392,-91.38869,41.251339,4.45085282560373,88.46616,1.895499,15.47,8,-0.673297
3005572.584,4991928.749,-93.319625,41.048697,4.42962561347316,604.378654,3.727055,22.23,6,-0.981751
2938069.766,5012679.734,-93.941262,41.408148,4.64150211523548,901.13738,3.491621,10.55,14,-2.115439
3050478.704,5042429.755,-92.657797,41.309236,3.98527346716774,3979.64937,9.805015,31.25,10,-1.534318
3016422.243,5032328.113,-93.049608,41.332332,3.91999117507732,6193.93105,12.422216,26.56,14,-3.28966
2990326.337,5099413.206,-93.053793,41.933724,4.56017282005736,7735.67196,13.538218,56.41,31,-1.399097
2798725.248,4918527.958,-95.756301,41.051027,4.00914971615887,1911.18668,5.849291,20.85,7,-2.27352
2846579.357,4929873.861,-95.210616,41.010869,4.27666611901606,1348.574691,2.383405,13.77,6,-0.585213
3181832.88,5113620.468,-91.022611,41.452909,4.26689632742025,15217.06,3.914849,38.57,25,-2.4271
2842477.294,4898443.654,-95.367322,40.771527,3.63495111208838,2196.015606,6.21349,26.75,5,-2.029628
2714607.156,5091521.869,-96.024306,42.668074,3.65325227647079,1030.50521,11.345282,29.78,8,-2.986204
2812816.397,5150460.859,-94.734212,42.859763,4.49647076906475,39.249141,1.819623,13.12,5,-0.771648
2960628.757,5037010.621,-93.611311,41.53364,5.32349766507834,314633.7276,124.657337,543.03,826,-13.859156
2779892.238,4939713.854,-95.879993,41.27177,5.07891680151266,67269.97038,27.067074,177.87,125,-6.421876
3034296.954,5085116.051,-92.653806,41.68976,4.32413265625498,1254.05156,3.973231,26.55,12,-2.082754
3220377.867,5142038.51,-90.511725,41.546609,5.04213396115563,133467.3894,66.115897,226.27,223,-12.869795
2821364.168,5005445.51,-95.198827,41.682881,4.12552017969055,186.667732,2.593383,21.19,6,-1.887325
2686510.686,5132761.308,-96.175555,43.077091,3.34638914516716,2314.78399,7.580055,28.26,8,-4.231143
2937151.051,5091149.368,-93.64448,42.027588,3.88977739648083,58460.1223,14.328699,94.06,42,-7.660732
3025112.809,5122210.217,-92.598441,42.005831,4.53044663979215,450.89743,3.661884,39.64,13,-2.395801
2915825.163,4962131.877,-94.365639,41.073182,4.06216566385787,1470.540903,6.426869,25.82,6,-0.717829
3082188.729,5022426.951,-92.41166,41.058584,4.59208494643944,4262.56202,10.954533,44.41,29,-1.082711
2973337.391,5018331.632,-93.551549,41.349901,4.03246915850401,9121.79308,14.956271,36.15,24,-5.48229
3130056.557,5093261.199,-91.634801,41.45906,4.41521960202965,1344.3934,2.791018,35.62,15,-2.059977
2872140.717,5128415.387,-94.18541,42.512301,3.96081316959758,11638.50759,22.102755,71.06,16,-1.160811
2694032.56,5059968.597,-96.365308,42.471043,4.93734749832642,71555.83435,21.792803,165.28,117,3.396917
2889072.48,5153783.239,-93.903582,42.662177,4.34380542185368,453.502691,3.016083,21.45,8,-2.113985
2945719.008,4578586.02,-95.397434,37.944889,4.55702981066016,547.943787,12.266129,28.68,10,-0.966932
2943880.879,4607929.427,-95.320278,38.183837,4.68398136641238,44.871492,2.065012,21.89,7,-0.661819
2909511.817,4769833.719,-95.124632,39.564951,3.79098467705109,4101.52639,5.440083,23.91,6,-0.85711
2629972.514,4537350.547,-98.765185,38.379749,4.36818122785183,8522.498386,36.302528,99.33,17,-1.049789
3016332.61,4586803.8,-94.661514,37.82691,4.53044663979215,2134.172963,17.503881,54.79,11,-1.625396
2872613.357,4781581.237,-95.464705,39.757321,4.16511363311031,161.134195,12.646548,21.71,5,-1.466358
2813007.445,4504345.268,-96.975981,37.678799,4.50755735712109,10723.68267,24.435367,109.75,50,-4.576661
3025327.625,4507101.693,-94.831833,37.170936,3.8649313978943,783.548345,6.748346,70.31,8,-1.396668
2686734.885,4698499.133,-97.67985,39.563091,4.41158543691543,545.786823,9.622931,34.33,6,-1.971846
2914797.719,4605191.025,-95.623724,38.236916,4.28082412916472,134.089718,10.329664,23.63,5,-1.187581
2823700.827,4454889.791,-97.016523,37.252553,4.57057874121847,5496.576206,15.348345,87.75,28,-2.70615
3024050.47,4538803.783,-94.742019,37.425959,3.8286413964891,10537.75372,20.219463,114.81,15,0.177385
2781331.782,4617801.798,-96.949289,38.674782,4.43319492124828,1306.13872,22.978894,44.59,13,-2.251272
2921867.779,4695829.04,-95.251304,38.942427,4.19870457754634,56598.22233,43.357605,163.5,71,-8.205834
2566287.953,4580212.501,-99.308738,38.87819,3.8155121050473,3352.341259,35.444444,41.07,11,-2.459519
2654108.521,4592464.563,-98.349681,38.775677,5.23962837019936,25.83759,4.129513,12.51,10,-0.827547
2455279.701,4443266.014,-100.859893,37.98383,4.43911560165801,19231.89395,31.470609,152.87,24,0.742542
2541313.336,4441304.525,-99.962035,37.784565,4.56538931597625,2616.076578,17.733661,95.11,25,0.430874
2939226.482,4646396.06,-95.240349,38.502737,4.43556740160191,1815.92635,9.231649,36.77,18,-1.461308
2779920.88,4660178.309,-96.829036,39.021107,5.19184512203752,10002.18431,11.416447,67.83,43,-1.802718
2870876.03,4540261.31,-96.276688,37.826835,4.92216831277393,187.117149,12.373881,22.89,7,-1.159374
2757137.026,4540753.176,-97.437255,38.108785,4.50865928560725,2667.57392,8.798353,49.22,26,-2.396396
2974182.981,4713556.405,-94.658209,38.944007,4.96703165661412,397999.5717,381.757216,790.75,718,-81.039049
2979818.187,4513355.692,-95.264983,37.337155,4.75874927391639,2503.517876,8.295001,89.32,19,-1.440505
2935843.292,4748400.093,-94.928709,39.323708,5.09681299033731,20808.51596,63.047422,82.56,111,-5.867594
2988980.021,4613556.485,-94.847039,38.111051,4.10098910494077,33.35135,7.567699,20.72,5,-0.242296
2858423.755,4609034.965,-96.185281,38.411292,3.67376581630389,13157.44434,33.553064,66.45,11,-1.635351
2727758.797,4564146.957,-97.669201,38.36955,3.50254987592244,3054.400794,18.93761,51.05,8,-3.775153
2772268.367,4595278.236,-97.113501,38.514661,3.90399083373088,65.641533,7.002667,26.98,5,-1.989618
2768376.922,4757162.974,-96.63245,39.833796,4.13516655674236,110.00575,8.024193,13.38,5,-0.726431
2975308.256,4680782.486,-94.758976,38.68101,3.96461545554732,989.00652,21.648004,46.78,15,-4.419609
2957183.827,4469589.475,-95.62894,37.04457,4.10429489307527,9444.218496,18.527817,174.05,16,1.009838
2875366.953,4663370.991,-95.835147,38.804254,3.61899332664977,480.086691,37.398703,47.06,5,-1.654061
2607578.371,4506673.815,-99.087552,38.178396,5.05815481006423,99.480092,2.415761,20.93,9,-0.963244
2817967.675,4694139.891,-96.324755,39.198828,3.72328088083127,382.217599,18.362202,20.31,8,-2.319165
2714249.889,4523512.808,-97.931119,38.070352,4.30945594183905,23345.64629,60.231348,180.42,39,-3.440404
2769240.922,4705021.511,-96.795045,39.410474,4.16821441078856,42502.62683,45.622318,81.94,41,-3.603289
2715948.514,4621090.932,-97.616894,38.86162,4.93734749832642,24490.81407,22.677925,113.46,63,-4.64377
2789183.917,4496914.745,-97.241457,37.675892,5.31664832323276,355756.537,315.156154,1496.32,859,0.203056
2476210.567,4337741.534,-100.914341,37.059551,5.35752922617988,4101.694458,3.13411,97.39,35,1.309074
2873437.505,4694306.85,-95.75237,39.057113,4.97397130972466,96295.43761,97.241167,337.31,213,-8.109947
2653475.065,4504047.169,-98.617473,38.052323,4.99382817577987,11.114605,2.119934,21.34,5,-0.664512
2805530.77,4439297.333,-97.247111,37.16935,4.55492896955134,378.973951,8.97121,46.81,18,-2.003358
2968704.684,4725419.223,-94.672946,39.052819,5.77268645330341,169825.2872,131.232209,1121.47,425,25.829829
3912945.537,4831898.856,-85.259547,36.991382,4.0842942263686,441.38609,14.847783,35.42,10,0.730636
3836098.227,4777142.212,-86.169435,36.851185,4.7202829930886,450.83662,12.979225,48.37,20,0.41305
3880612.192,4951423.703,-85.043201,37.950417,4.75703253529734,1710.67203,6.459355,16.73,22,-0.641466
3856298.883,4784103.947,-85.960297,36.835657,4.64053732982538,2055.44909,10.929073,70.32,38,2.363151
4001814.567,5030292.497,-83.619803,38.084355,4.58087749341905,125.6871,2.467322,20.01,10,0.659214
4076093.512,4856764.565,-83.725371,36.617649,4.21656219494635,1823.78677,4.161746,48.8,15,8.29798
3855127.562,5086935.173,-84.675521,38.998653,4.95441761409803,34715.6005,44.696372,97.47,155,-8.565441
3953024.492,5019806.926,-84.097967,38.182627,4.92870191133357,2159.65356,10.48787,36.2,23,-0.642098
4067521.581,5120292.41,-82.634695,38.471082,5.1113851971964,16841.34885,24.026091,79.12,66,4.752096
3927745.115,4930098.397,-84.714014,37.638482,4.61412992735956,4594.16426,7.142678,31.38,26,-0.101015
3927742.778,5072132.995,-84.08914,38.638318,4.74580131572784,128.34975,2.122061,12.9,8,-0.368642
3763252.833,4872246.657,-86.439188,37.776122,4.46590811865458,214.4099,4.49123,41.62,15,0.392953
3816750.249,4934591.101,-85.69098,38.046855,4.14630430115281,17533.71926,72.152937,61.64,44,-5.235515
3757644.8,4784398.841,-86.848685,37.157035,4.53152364581979,154.08267,4.656546,34.66,10,0.68377
3653977.301,4750562.583,-87.932124,37.238367,5.00930107108312,119.75505,4.98018,20.61,16,-0.345131
3648138.128,4664010.31,-88.319931,36.616708,3.91002100275747,8803.73685,12.411417,52.88,17,-0.621375
3865421.384,5104909.759,-84.501031,39.089166,5.18178355029209,80890.6485,92.093177,88.93,142,-2.347833
3841385.731,5034703.78,-85.033226,38.676706,4.53044663979215,392.48297,2.369305,27.57,8,0.950589
4025517.504,5091140.284,-83.136491,38.422068,4.43556740160191,517.59276,7.796055,46.89,19,2.351617
3911981.253,4880254.348,-85.06615,37.338619,4.19870457754634,154.26838,4.714978,55.43,9,1.276532
3713714.111,4749840.675,-87.386601,37.044886,5.18290651503671,20843.79813,50.233309,160.71,101,4.334473
3959662.635,4993020.14,-84.157372,37.971622,4.92435092549924,8286.10775,13.520527,42.1,42,-0.045762
4054997.878,4923552.677,-83.62305,37.155429,4.71939133007811,343.59726,1.04645,35.5,19,4.842152
3946828.26,4803294.481,-85.077668,36.675474,4.64727136200673,155.75072,1.431,25.67,9,0.93398
3918652.107,4797613.882,-85.350097,36.728109,4.49088103958596,43.70324,2.135703,20.56,5,0.417751
3702092.777,4844583.404,-87.112894,37.774768,4.80320103648723,42565.57867,85.222866,111.95,102,-2.363368
3799199.565,4816941.282,-86.340299,37.258464,4.03246915850401,145.2798,5.903269,14.84,6,0.777952
4055555.486,5059841.542,-83.015641,38.098234,5.02782011885036,61.18808,2.671147,11.04,10,0.499971
3986230.306,4977506.905,-83.990613,37.770495,4.42124734782716,189.54215,2.661693,19.22,10,2.773085
3927584.265,4988300.707,-84.463117,38.049813,5.84006009294875,344236.1595,180.712175,569.35,945,-14.956261
3988274.229,5055827.161,-83.624768,38.31003,4.19418989719182,193.38775,2.374358,34.42,8,0.420267
4110233.425,5007816.065,-82.774479,37.545025,4.03953632572711,1054.84709,13.147167,50.63,17,6.217148
3882290.695,4988681.877,-84.866559,38.208945,4.99518318953733,13708.11009,13.411705,97.18,64,-1.874916
3559986.538,4620356.708,-89.298145,36.557706,5.06386005533355,62.93275,5.695564,10.96,8,1.689451
3927940.288,4943297.839,-84.655502,37.731099,3.84801767545223,364.78844,9.254714,25.18,7,0.643505
3891133.994,5038301.177,-84.568565,38.529079,4.4236483093647,402.78848,11.401781,22.6,17,0.410807
3609183.125,4667715.909,-88.665008,36.763155,5.05305600998021,1352.81034,17.340424,47.44,48,-0.763418
3810488.084,4843642.753,-86.128784,37.414194,3.70868208141012,491.56827,8.899739,36.24,9,0.385592
3862262.134,4859895.76,-85.595487,37.359719,4.765586907,174.27236,3.480965,22.05,11,0.528947
4040772.306,5109263.877,-82.919543,38.492186,4.60816569496789,5361.20648,9.34953,45.56,30,-0.490483
3730753.694,4871584.076,-86.738956,37.878013,4.4224485491728,150.67572,3.428943,8.62,6,-0.3466
3818527.598,4887298.633,-85.874699,37.701667,5.23803643566311,22796.08955,101.777816,107.09,172,-2.430029
4098353.645,4913333.711,-83.291458,36.934434,4.17284762371004,567.92169,15.490505,38.12,14,6.18241
3906234.524,5037205.143,-84.437993,38.468587,3.92395157629342,418.10952,7.30649,19.22,8,0.676358
3829107.364,4836325.481,-85.990995,37.300269,4.15575319035074,225.54519,7.175976,31.06,10,1.350473
3655287.015,4834396.97,-87.58613,37.851038,4.99314997975524,20112.86351,13.285088,60.64,56,1.127789
3858360.807,5004895.808,-85.011008,38.406397,4.49312068217947,379.11572,6.665423,42.21,12,-0.658694
3698220.737,4781696.692,-87.402071,37.327392,4.20020495292158,5089.8327,22.416369,81.77,25,0.325032
4013702.376,4927180.778,-83.967908,37.323241,4.59410923862867,115.11996,3.374437,12.37,11,1.890502
3796844.997,4946768.812,-85.819711,38.201245,6.17586727010576,725142.0447,725.265124,1037.94,3105,9.156812
3926781.074,4962208.009,-84.584022,37.868599,4.94591897937656,9452.18643,13.011239,53.12,63,0.450613
4098661.83,5044683.572,-82.709215,37.83967,4.07243972683405,618.66562,3.744958,31.29,11,1.36104
3859832.845,5091858.973,-84.610706,39.016853,5.51302543904114,127330.1623,124.909741,244.06,344,-5.456187
4101481.973,4988214.038,-82.937183,37.441041,4.00369019395397,205.60065,2.836163,21.94,7,2.543602
4045166.98,4893885.405,-83.83603,36.982382,3.74478708605223,955.28864,3.429692,42.11,11,6.102657
4004461.083,4880000.17,-84.250642,37.024075,4.31481788498043,4011.07485,17.954695,80.31,38,3.617263
4031845.501,4972871.466,-83.610353,37.579209,4.94235645334296,69.44558,0.904322,7.49,9,1.992202
4118522.637,4945122.92,-82.979607,37.084018,4.26969744969996,408.90028,1.712468,22.64,13,3.368806
4013657.822,5107318.426,-83.166782,38.576589,4.38452351487247,123.00087,2.671317,22.43,9,1.383104
3932275.988,4921001.41,-84.712737,37.558716,3.89589362349826,503.96339,5.055486,59.32,10,0.769691
3759963.312,4742136.189,-86.996073,36.8419,4.58292457704077,333.5587,26.739845,41.44,22,-0.480781
3660897.993,4721008.661,-87.983715,36.998747,5.23750522715128,102.15985,3.965404,10.91,14,-0.900139
3601173.365,4705892.564,-88.593771,37.071556,5.53615246660524,17741.4683,44.123323,122.78,140,-1.033418
4001906.965,4837951.872,-84.449997,36.736893,5.29229929422247,185.48858,0.674232,12.49,29,1.585073
3707060.704,4801651.871,-87.241126,37.445184,4.17745946893261,126.49637,4.175952,19.62,5,-0.259832
3960079.736,4961448.171,-84.291728,37.74848,4.66343909411207,24797.55092,53.307553,96.01,84,1.620795
4089464.544,5005195.964,-82.965843,37.600609,4.07243972683405,162.64994,0.948176,18.05,6,2.664214
3873449.277,4896922.845,-85.339911,37.586818,4.32280727501391,402.2693,15.517666,23.04,12,1.213405
3634093.161,4703006.793,-88.30026,36.948772,4.15575319035074,812.87276,18.162966,27.83,17,-1.909885
4113402.006,5048639.293,-82.56382,37.814009,4.52612697864764,148.50244,0.678481,11.08,9,0.704545
3960100.437,5086903.37,-83.733929,38.6267,4.78415284151653,1123.65043,5.773792,41.17,17,0.483762
3797491.244,4905440.482,-85.989068,37.902153,4.63957161270542,2328.62028,23.058005,24.1,25,-2.013406
4005852.245,5009681.147,-83.675992,37.926589,4.6615505194242,62.62294,0.898976,7.03,6,-0.066221
3898306.169,4950142.722,-84.890269,37.880911,4.82430571590476,580.3704,3.184507,32.36,23,-0.174179
3885949.232,4815857.665,-85.565925,36.966222,4.08597631255158,104.57761,2.392707,18.85,5,0.405098
3877438.154,4786765.435,-85.760693,36.785787,4.02713581252865,139.16414,3.925364,41.09,5,0.674422
3969578.158,5010170.215,-83.993902,38.05719,4.62595272517062,1126.0776,4.813452,36.62,24,0.284408
4057128.729,5037695.162,-83.10175,37.939697,3.94352167248752,23.67085,0.247372,10.22,6,0.329908
3714908.53,4774523.324,-87.277808,37.221745,4.51633897228148,891.35485,18.851326,53.61,24,0.988077
3852839.051,4893262.501,-85.540338,37.629834,4.25134831103177,2734.17972,27.484922,42.01,27,-2.515119
3957431.765,5037574.705,-83.979768,38.29159,4.60416968565451,70.82082,4.177181,16.93,6,0.687269
3742439.882,4842416.477,-86.751998,37.627979,3.55820113047182,271.98444,4.856835,29.96,7,0.527963
3822163.545,4979359.179,-85.449636,38.348712,5.15329159449778,7251.52396,53.118039,48.42,96,-8.448641
3897613.677,5058156.311,-84.421796,38.646326,4.50092016461429,152.57025,6.873988,8.37,11,-0.17658
4066930.055,4953666.782,-83.388543,37.323324,4.58087749341905,673.48515,7.355935,20.35,21,1.963987
4132022.834,5030252.94,-82.48613,37.621341,3.92197333628131,3705.13309,10.956603,93.61,25,7.140441
