utmx,utmy,X,Y,Rate_per_100000,PopulationDensity,Beer,NoHealthInsurance,Cases,Neighbor_Disadvantage
3751791.01,3971245.314,-89.7269,31.145006,5.83276185591266,1147.54616,5.202046,89.1,70,1.841306
3631174.757,4394299.997,-89.44916,34.654376,5.63300229259515,1071.36799,9.309569,80.76,84,3.395756
3752440.028,4323227.761,-88.600724,33.779298,5.14574876790343,2144.18157,18.735882,91.64,51,1.936787
3652424.919,4248128.302,-89.745951,33.495329,5.90454407507728,203.37414,12.497011,26.75,30,1.735004
3745332.809,4187575.621,-89.112884,32.78703,5.51019772558354,1752.5401,4.81244,83.62,58,4.68199
3768404.065,4130307.411,-89.092169,32.296028,5.47100937436615,537.24195,3.898242,51.92,41,0.317102
3785425.667,4246930.405,-88.564067,33.119215,5.98670323000627,936.87133,1.194293,42.74,34,3.219408
3744300.545,4277025.919,-88.82863,33.458127,5.04664573161929,6434.44283,11.19144,74.33,67,2.294124
3595783.297,4353243.6,-89.910792,34.444658,5.61567959310123,1094.73855,9.732467,78.52,77,2.448684
3771188.103,3940195.665,-89.649289,30.86149,5.49470618055343,2560.32136,4.423934,125.17,114,2.265007
3820138.491,4024921.653,-88.967526,31.370407,5.47100937436615,67.50863,2.175801,42.06,24,1.265818
3683960.629,3948176.401,-90.391788,31.142683,6.07924646049152,3107.59627,13.725334,106.7,140,3.708695
3674583.032,4364021.96,-89.159714,34.304314,4.67095792652609,747.12494,5.510623,95.89,28,1.251001
3715981.597,4427215.514,-88.568,34.657043,4.45201900649392,1026.96351,17.577877,61.4,18,2.114534
3568085.746,4317568.6,-90.282457,34.251296,5.90862626879898,659.33369,2.513779,51.3,21,4.905403
3680808.886,4097489.569,-89.970442,32.282186,5.70010906928989,21305.30727,33.57353,240.14,390,-6.010875
3709328.973,4116275.867,-89.658604,32.348596,5.96512057176838,1248.1402,2.939489,105.77,88,3.555599
3685231.69,4057800.064,-90.053049,31.970483,5.60543435163842,818.10282,4.393056,70.9,61,4.148848
3735931.186,4068350.532,-89.572068,31.917528,5.01263329675893,84.4891,1.745097,42.47,20,0.076521
3824524.725,3957166.141,-89.134584,30.8522,5.50736199348274,508.44098,3.681927,38.77,38,0.688301
3565910.08,4212526.857,-90.642725,33.458948,6.61793759439993,2301.15871,12.575301,83.62,159,5.461537
3599634.918,4298491.489,-90.05808,34.020195,5.59024043325707,1632.350059,7.165316,52.13,32,4.341592
3566932.518,4375333.629,-90.099988,34.692079,5.0720439222249,1144.93225,5.445489,61.73,38,0.694079
3682888.698,4414842.264,-88.909567,34.660484,4.9958600085141,869.1498,6.163043,46.74,27,0.802624
3751489.614,4431423.556,-88.234543,34.584891,4.20319896713418,395.55043,7.018444,56.17,11,0.399852
3542539.834,4360662.152,-90.373081,34.64864,6.87295677343944,142.31772,4.051861,29.92,73,1.209003
3665445.306,4391779.073,-89.147091,34.538048,4.74144780428064,1053.05156,11.075199,66.09,27,1.513315
3704335.299,3967511.25,-90.155149,31.237842,5.44846002497776,516.74064,1.316675,47.25,28,1.22839
3588209.216,4091372.702,-90.817973,32.476949,6.0668039036538,5464.68624,34.656751,123.91,163,2.197535
3553832.973,4187389.039,-90.831874,33.299338,6.36629861166262,19839.46753,46.855368,275.72,208,20.165662
3846000.389,4083167.313,-88.561609,31.735809,5.09006242772758,464.94797,5.175098,36.91,27,2.358709
3706702.059,4286976.276,-89.130935,33.637387,4.91338990965742,496.72576,3.599103,33.46,11,2.156104
3580613.313,3913194.135,-91.410474,31.131867,5.74620319054015,26.12219,0.769496,26.6,23,1.538138
3725938.527,4215149.212,-89.195726,33.046456,5.62148723192937,504.30839,2.870283,65.02,42,1.798868
3645142.871,4312198.605,-89.600343,33.997931,5.68425980816734,252.38699,3.748519,38.13,30,0.671423
3631477.088,4159346.018,-90.218532,32.88064,6.10233485593941,3290.452431,8.829689,75.89,113,6.083441
3105384.878,4918767.89,-92.580608,40.185169,5.33030041240109,14506.55717,3.720359,59.43,46,1.31682
2926660.317,4832811.081,-94.726341,40.018919,5.16763904290592,288.56014,8.136186,25.35,26,-1.682021
3238126.31,4855887.312,-91.494059,39.305959,4.9958600085141,1768.23488,5.482704,74.86,31,-1.107095
3121186.781,4494907.705,-93.926021,36.825293,5.1149953094205,741.88507,6.947796,96.26,50,-0.727116
3047066.629,4556682.954,-94.454629,37.507621,4.62497281328427,319.10338,7.580073,35.32,10,-0.297411
3029052.918,4645814.458,-94.336321,38.260423,5.085124146,424.28272,4.497566,37.55,22,-1.054666
3133392.365,4669100.335,-93.216226,38.159419,5.45403824154481,188.77509,3.654514,74.8,40,0.081558
3461238.39,4663270.479,-90.064697,37.174303,4.97948856509942,69.77561,1.87301,34.52,15,-0.061719
3180787.222,4788632.534,-92.315646,38.955674,5.02716459604747,63331.57203,40.958732,220.73,235,-6.937578
2925345.734,4801164.182,-94.852158,39.771319,5.21112415484566,55487.69526,16.873936,272.33,134,0.647947
3467232.848,4594945.046,-90.258076,36.639452,4.92870191133357,4916.35564,12.616282,125.81,49,4.147709
2996073.515,4811052.697,-94.092213,39.655046,5.35327892462201,42.0288,2.965095,17.49,16,-0.520536
3235023.841,4792967.597,-91.763399,38.831226,5.32056797548286,1713.27316,6.741259,76.16,78,-1.726677
3156673.199,4675543.812,-92.963326,38.14508,4.63860496207433,2014.75832,18.07563,119.95,42,-3.289276
3481536.34,4717673.94,-89.669083,37.524052,4.63666885304746,26364.49903,23.909677,145.86,69,-2.307091
3069290.864,4809547.092,-93.354627,39.437731,4.40549899085902,205.128224,3.501087,33.65,6,-0.279996
3007619.695,4705939.79,-94.345887,38.793457,4.69226489283902,15713.75165,25.935062,159.74,96,-8.142252
3093048.176,4600845.286,-93.850953,37.734046,4.43675153436313,227.85572,1.950195,44.73,10,0.294579
3169881.889,4534574.897,-93.318549,37.007373,4.48863636973214,7446.93533,27.179084,117.35,65,-5.971894
2974688.813,4746350.389,-94.539371,39.202503,5.27299955856375,81665.488,53.775482,361.83,405,-18.03931
2982542.128,4797834.289,-94.277656,39.588211,4.65300751540225,732.86143,6.628328,29.03,18,-1.983154
3209474.762,4748605.51,-92.179536,38.563013,5.25540986553676,13164.85447,20.119005,136.06,124,-6.068544
3131815.353,4756742.174,-92.919531,38.848075,5.48893772615669,1510.38919,3.53635,50.8,36,-1.420481
3294881.21,4728853.869,-91.416415,38.163231,4.7824792009585,385.94012,9.133276,92.38,24,1.400061
3096748.098,4563049.533,-93.94138,37.426599,4.68490515400694,32.78697,1.164473,27.68,7,0.158345
3175571.562,4605809.893,-93.020696,37.548731,4.90305008341632,135.96802,6.412232,49.19,19,-0.145723
2988736.555,4855851.792,-94.004786,40.028641,4.98975208317983,31.56037,15.197806,34.08,10,-0.211598
2966607.196,4833566.685,-94.312608,39.914622,4.46014441393783,59.61869,1.659086,14.88,8,-0.695266
3308304.874,4665981.554,-91.516199,37.641556,5.69742900068403,1598.81313,9.009039,57.49,39,0.6531
3227499.507,4545362.173,-92.721633,36.935413,5.36691015801365,134.658725,4.310301,47.45,24,0.29166
3486122.623,4588464.444,-90.10412,36.535338,4.57367951889672,2281.58797,11.168703,144.95,23,4.715102
3305208.467,4755261.346,-91.217846,38.335397,4.38576962095272,4872.48072,27.094517,138.64,70,-4.650255
3266094.035,4778749.481,-91.511576,38.630649,4.27249074760558,604.94904,5.038103,33.48,9,-2.2196
3166214.037,4547195.515,-93.311991,37.116042,5.48686947309263,155893.3853,96.778846,733.28,602,-11.030249
3086989.472,4683928.06,-93.625603,38.403534,4.32545628318549,1601.80764,2.304357,71.84,14,-0.786617
3311566.342,4550861.111,-91.892325,36.745978,3.58629286533884,1697.98472,17.00784,110.33,12,0.493732
3397285.68,4667358.949,-90.656851,37.393757,5.21384820992159,167.78587,2.349193,46.08,16,0.944671
2999172.841,4716353.715,-94.395218,38.898686,6.21300681705522,611182.4672,254.887349,2398.62,2919,13.891072
3057279.534,4504741.935,-94.522937,37.069722,5.22896728841324,27683.43561,36.694671,294.86,186,-0.760663
3369343.238,4800163.539,-90.426098,38.486427,4.57882621064849,40938.90045,52.577041,345.87,184,-8.779388
3061735.861,4721449.885,-93.746745,38.767795,4.59309760475382,6123.22322,4.512735,84.57,45,-3.254033
3192971.394,4634512.08,-92.750459,37.72436,3.61899332664977,2729.69174,13.564987,63.73,11,0.352495
3043326.182,4762839.964,-93.785363,39.144118,3.59731226058845,529.28879,8.250634,58.19,10,-2.471633
3135899.547,4518678.55,-93.703755,36.973455,4.24849524204936,2000.4786,7.27669,94.42,22,0.220977
3172877.372,4942437.062,-91.808088,40.167284,4.1026433650368,115.53505,1.178099,38.16,5,-1.359937
3306483.574,4831545.065,-90.915948,38.914786,4.44382703557933,1033.58994,9.135815,56.99,41,-1.708289
3036528.625,4842316.128,-93.56653,39.787354,4.54965747605783,3794.49182,1.579472,62.54,12,-1.507758
3084933.48,4458845.751,-94.398102,36.634934,4.67095792652609,201.35598,10.771271,74.7,20,0.039076
3133893.612,4871711.736,-92.472542,39.736201,4.14472076954717,395.592968,10.626848,54.81,8,-0.9765
3239940.249,4714945.298,-92.003344,38.215224,4.78331637137157,56.43019,3.51436,37.06,9,-0.479606
3229595.595,4903323.341,-91.394844,39.695639,4.3267781604434,4888.92951,3.443863,42.33,18,-1.798104
3180532.144,4701783.572,-92.634558,38.282451,3.85014760171006,905.53857,12.731934,52.06,10,-0.422009
3553238.851,4641462.734,-89.282648,36.736061,5.92291800457287,1288.945757,14.683441,57.5,42,2.077092
3174370.035,4755543.831,-92.500989,38.717554,4.98223581957456,865.65287,13.050019,62.4,19,-1.093488
3168935.165,4854930.684,-92.185143,39.503452,5.3890717298165,27.45644,0.571322,24.72,16,-0.864139
3268287.063,4819611.7,-91.335696,38.937754,4.12713438504509,95.86879,2.635646,36.84,6,-0.642986
3522072.88,4637043.345,-89.589873,36.795903,4.89783979995091,792.094078,10.792601,65.27,19,1.518764
3061815.709,4476047.569,-94.570495,36.830669,3.12236492448736,4137.66597,16.776207,153.91,11,-3.630135
2913518.698,4865680.483,-94.744291,40.315847,3.57234563785798,2731.921903,5.616063,51.39,7,-1.714073
3368430.62,4550674.066,-91.349973,36.585074,4.73003916803396,54.248059,5.661379,50.28,10,-0.188832
3527456.567,4575734.193,-89.763923,36.318419,4.88052660874924,1313.098747,12.425984,78.54,17,4.172069
3110798.058,4730960.004,-93.221929,38.705997,4.45667017766965,12475.03004,27.371517,160,30,0.708713
3282061.413,4708556.331,-91.615703,38.044544,3.45315712059287,6965.54373,18.408796,82.74,12,-0.885115
3260409.733,4883535.931,-91.166978,39.451003,5.08574276658306,1264.12042,3.309252,45.28,24,-0.688256
2965543.56,4743232.427,-94.643365,39.202587,5.01196773933003,27967.62632,28.072662,115.17,131,-11.318104
3153572.713,4594913.564,-93.273994,37.523741,4.39937527300849,201.1437,3.001612,54.6,22,-0.696816
3235866.222,4661000.62,-92.237473,37.809726,4.25561270981822,5696.80187,3.858974,91.32,31,-3.389891
3143737.451,4848573.238,-92.461181,39.527936,4.73795129722191,2969.34703,5.784556,57.87,24,-0.759662
3021618.731,4771939.961,-93.972501,39.275927,3.58629286533884,509.94926,4.699076,41.38,7,-1.18321
3349696.083,4830639.133,-90.498688,38.777341,4.56330598188939,216808.6279,132.400524,376.62,323,-46.843685
3426408.231,4731602.177,-90.13974,37.795024,5.34901048086356,364.72156,12.242057,19.02,32,-1.525136
3399578.886,4721902.619,-90.432541,37.801637,4.7518645651389,8220.88581,25.117366,97.57,66,-0.50901
3361536.633,4828730.525,-90.391285,38.726893,5.77144112313002,645817.4263,367.904585,1264.27,2695,-51.438691
3095967.722,4777626.609,-93.202318,39.112553,4.04830062372069,8047.18764,2.073681,63.15,11,-1.498808
3515929.762,4645322.051,-89.616707,36.876462,4.51415078760092,3590.48428,21.772819,110.4,29,1.043743
3486659.018,4623999.259,-89.969809,36.802405,3.79997350161952,2048.99139,13.61512,92.03,11,0.815338
3163467.972,4495877.059,-93.509748,36.721263,4.30271282795416,776.8571,6.781329,53.05,21,-1.967013
3057642.673,4904436.749,-93.120101,40.213048,4.59309760475382,54.210105,1.126297,32.69,5,-1.059131
3209063.166,4491520.999,-93.081303,36.565554,4.34898678059568,2224.517683,13.825554,158.99,37,-2.183987
3270644.242,4637297.766,-91.983554,37.528078,3.83729945923221,92.03246,3.935204,64.58,10,0.671817
3045365.781,4597180.814,-94.337153,37.832467,4.84890037091069,1582.475333,7.691075,94.14,22,-1.061462
3291196.182,4797922.316,-91.193764,38.703487,4.04655389838575,650.88365,4.510567,36.12,17,-1.564036
3341117.761,4732498.998,-90.954902,38.055497,5.09497644253001,551.81582,3.161848,62.95,34,1.875185
3424227.181,4645450.133,-90.480782,37.148243,4.14946386144318,103.47816,4.598464,56.68,7,0.988647
3215958.512,4564735.733,-92.767551,37.117782,4.47392189937814,820.32225,9.40332,111.71,28,-0.819114
3257840.695,4576800.653,-92.319848,37.095991,3.5055573969864,204.37509,5.244278,79.14,5,1.469132
3379779.308,4827121.209,-90.221078,38.659155,6.96423012591012,660261.4406,157.317176,1196.47,2731,57.788435
1725472.158,5126185.078,-107.391028,45.209581,4.49758497530815,15.943748,3.115915,124.49,9,1.65862
1593327.105,5135937.202,-108.999523,45.510737,4.66249525260736,226.698036,3.759422,34.52,10,-1.59988
1380481.632,5327406.095,-111.301672,47.499644,4.21508617991823,23257.386,21.043079,102.99,46,-4.165805
1817932.336,5283979.11,-105.838581,46.403761,4.53044663979215,9516.155593,22.0668,36.18,9,-2.193134
1145130.168,5374632.772,-114.314957,48.195702,3.81990771652034,14502.3007,49.810532,165.15,40,-8.359207
1424341.674,5110503.815,-111.160365,45.530311,4.14630430115281,38833.12755,47.063789,173.39,62,-13.515257
1338101.098,5182641.014,-112.118815,46.276648,4.64727136200673,84.184571,2.757078,18.56,11,-1.588374
1168052.638,5298092.406,-114.12792,47.49178,4.45318382899021,200.787906,7.881578,105.94,22,-0.76294
1317551.583,5240573.37,-112.279299,46.813917,3.96461545554732,8667.493912,11.208043,75.53,31,-6.618605
1061500.468,5403714.707,-115.39106,48.53439,4.13516655674236,16.145487,4.468082,36.44,11,-0.761375
1126137.646,5235326.435,-114.766038,46.974456,4.86599480426999,7.008173,1.232789,15.1,5,-0.208388
1153087.898,5252844.656,-114.390402,47.104401,4.77153172320332,44517.13965,43.572298,141.64,123,-5.859639
1485474.575,5074194.156,-110.467402,45.12824,4.40915530206213,2036.01176,10.932135,32.22,12,-1.319077
1287665.178,5188654.902,-112.752629,46.390054,5.093136516,16.749135,0.972878,20.38,10,-1.004313
1169837.525,5151530.376,-114.318722,46.186541,3.90197266957464,290.785125,20.450009,100.5,19,-2.524847
1138511.224,5292233.108,-114.524175,47.469209,4.2017030805426,14.464353,0.787022,35.21,7,-0.623114
1310000.053,5148852.306,-112.534799,46.011592,4.34898678059568,18393.45508,13.867888,43.15,23,-0.783842
1609057.01,5192804.614,-108.675325,45.982192,4.68120487226409,77361.66109,29.960956,240.5,145,-12.798698
2590945.341,4795373.995,-98.389292,40.588716,3.13549421592915,10576.77141,5.030223,76.91,6,-2.940448
2528659.835,4791401.557,-99.073318,40.706364,2.4932054526027,17179.57471,16.200084,100.48,5,-4.819476
2787080.893,4908907.644,-95.913811,41.005389,3.59731226058845,565.40394,8.865152,37.53,8,-3.802171
2667828.932,4935844.186,-97.093083,41.538696,4.2780540442909,267.860569,5.084168,28.39,6,-1.008335
2432319.237,4840572.793,-99.971208,41.339535,4.49200148788245,280.720694,1.812553,29.69,8,-2.108416
2690125.761,5059370.086,-96.409994,42.47687,3.92789635458444,5334.64101,4.8483,46.99,8,-0.213213
2721929.193,4941878.73,-96.490577,41.444838,3.39785848039664,15350.65001,21.496112,92.45,9,-2.000871
2774428.425,4933162.004,-95.961526,41.234012,4.27944004589878,634056.186,143.903266,1568.48,335,-23.890886
2583643.575,4832807.437,-98.347232,40.913089,4.07753744390572,22106.52378,18.68434,162.05,29,-1.111109
2733613.388,4869650.97,-96.618164,40.831587,3.65583960003574,281187.2192,107.375921,548.88,103,-24.087716
2625262.255,4984342.231,-97.385281,42.043086,3.45315712059287,12302.24349,60.764077,80.93,9,-2.870696
2710193.178,4839313.566,-96.970556,40.647258,3.77045944110636,240.102749,4.128336,33.85,5,-1.081615
2778575.053,4920955.833,-95.961072,41.124919,2.96010509591084,110400.0764,43.240103,231.18,29,-25.672638
2107676.45,4819839.199,-103.6628,41.867349,3.02042488614436,8771.833696,22.341604,100.31,6,-1.373212
2646260.484,4855427.93,-97.599011,40.941327,4.12552017969055,541.112687,8.300615,26.59,7,-2.240252
917071.5027,4391340.823,-118.145353,39.570334,4.90082042808905,4719.572786,19.266354,71.48,28,-1.773198
1212204.411,4023308.932,-115.09622,36.092998,6.16141826990807,3244125.961,840.940111,5949.28,9005,79.71773
783378.6441,4309319.241,-119.732984,38.887065,4.69866052907543,11531.28683,21.574045,125.74,48,-7.260415
1105186.634,4575150.497,-115.795563,41.101876,4.18357569595004,7194.95435,16.165687,145.91,28,-3.378909
943797.7485,4547848.635,-117.727223,40.961124,3.60821155104648,53.646882,0.652148,20.88,5,-1.133757
806244.7212,4343309.128,-119.454553,39.185105,4.77744140692854,5042.761552,16.91874,94.31,58,0.216666
1057099.564,4240592.334,-116.645615,38.141085,5.26527751246984,1333.663055,10.538962,85.39,80,0.605671
779824.4378,4384049.744,-119.742941,39.560521,5.55798569254462,406938.1603,197.352329,1008.58,1036,-12.946354
1205544.747,4412021.688,-114.79138,39.567054,5.87436877523173,63.866587,0.622953,14.86,29,-0.457652
780360.2538,4341246.646,-119.754606,39.17528,5.99246404744107,42120.46544,14.379316,134.14,191,-0.280994
4629588.656,6294019.381,-71.363469,43.427433,3.95316494875932,6312.00659,34.278922,101.91,28,-5.26042
4606060.143,6358324.508,-71.111043,43.900479,4.0876555740713,751.79568,37.900617,102.73,26,-5.5114
4629698.48,6187828.796,-72.059679,42.829369,4.02177386938726,6834.41353,17.99337,102.37,37,-7.232711
4564888.653,6401288.832,-71.134125,44.342267,4.2710950739666,1221.264121,15.686806,72.26,20,-0.809788
4538675.658,6356999.387,-71.641982,44.224108,4.04830062372069,3699.26983,27.87249,137.68,46,-8.971393
4658937.237,6242063.75,-71.482523,42.995047,4.66249525260736,302577.9149,176.635958,591.32,380,-23.552615
4650257.504,6273889.461,-71.339129,43.214836,4.58292457704077,26220.59868,50.644623,204.19,129,-13.244436
4684293.823,6240457.351,-71.300235,42.864066,4.19116874685764,58210.45369,122.896238,275.44,178,-36.926458
4672502.076,6293123.263,-71.042401,43.213933,4.55912624748668,30013.87824,42.155496,146.93,109,-8.734228
4572619.906,6234129.539,-72.200141,43.364909,3.8649313978943,1602.68016,11.480514,69.96,18,-3.355525
1992227.915,4006035.569,-106.704504,35.081648,5.62618122863265,640672.961,180.571434,1238.84,1601,4.385197
2272375.175,3881070.741,-104.034748,33.576309,4.64439089914137,14403.09896,7.202567,105.26,55,2.110017
1856771.381,3967635.359,-108.199321,34.935964,6.11102378216562,4029.601623,2.429909,38.42,100,3.542207
2329138.711,3992190.456,-103.23174,34.426648,4.51305489708029,18101.86878,19.27405,124.71,36,2.508935
2034796.154,3693020.985,-106.788105,32.311998,5.49141399650995,77028.8832,30.746373,439.63,439,37.096523
2263739.625,3783417.229,-104.307355,32.756506,4.18661983833127,13356.22021,10.83198,125.62,31,-0.141997
1887324.987,3724555.692,-108.253322,32.777142,4.75531284441781,1763.097105,11.421242,31.57,27,0.403258
2377185.683,3798699.852,-103.135616,32.703881,4.62790967295758,13294.5849,12.114699,197.59,57,4.025435
2112820.291,3890845.332,-105.652989,33.9092,5.05688254526158,484.646478,2.375344,45.7,27,-1.409149
2017364.229,4094019.345,-106.279217,35.804831,3.59731226058845,708.1994,1.783737,13.54,6,-3.054709
1942088.519,3672943.356,-107.766562,32.258746,4.64439089914137,3420.467101,2.205274,27.79,20,2.453437
1826105.451,4035595.654,-108.415994,35.569151,5.48063892334199,4785.583005,8.893319,294.04,137,17.597184
2104552.805,3760565.502,-105.965451,32.798875,4.70229689671881,20190.18374,7.703245,93.82,62,0.280437
2263771.201,4070640.016,-103.7417,35.205759,4.45201900649392,462.474122,2.412418,18.75,6,-0.059315
1915727.93,4172482.624,-107.220393,36.6354,5.2533200006173,1819.94575,10.276489,71.16,62,1.298529
2289262.048,3959931.436,-103.706297,34.22032,4.2780540442909,4289.510364,2.021802,55.73,11,1.75423
1992771.643,4023325.39,-106.668067,35.230465,5.06575459331733,38632.1171,34.930394,188.26,196,1.729051
1853761.829,4125799.798,-107.969505,36.31794,4.92870191133357,23625.53902,30.796225,410.7,140,11.225061
2180648.492,4088926.81,-104.569764,35.501887,5.01263329675893,3198.503974,10.166771,42.89,36,4.798335
2048949.601,4079791.965,-105.97174,35.633823,5.84817137728151,76565.33663,54.958957,475.64,460,-11.822589
1945218.571,3769038.876,-107.588125,33.090664,4.97948856509942,2001.392438,2.420729,21.5,14,1.404845
1956800.933,3877396.737,-107.294856,34.016591,5.18682699051467,1978.117069,3.631596,34.81,25,0.377924
2072035.915,4179912.838,-105.533022,36.459476,5.13579843705026,455.256032,4.937492,50.9,49,0.369098
2044473.35,4005394.362,-106.156691,34.998958,5.89274857416882,128.504641,4.013844,25.38,48,-0.114458
1998935.908,3976695.995,-106.685687,34.818021,5.00528768776966,8954.232309,15.853095,148.07,96,3.272265
4511996.508,6064594.223,-73.766462,42.670296,6.06888844407279,309658.9991,169.855024,245.55,1145,-14.458082
4187177.423,5757835.913,-78.303322,42.2317,4.06731588983418,591.95467,13.36764,68.74,23,-0.725732
4650321.479,5860874.207,-73.914883,40.843094,7.78597024200406,20494250.46,968.071559,2597.02,27967,453.436661
4378492.623,5871396.102,-76.027958,42.113198,5.47058858748849,154937.4248,138.744915,234.33,391,15.804599
4189053.967,5734693.424,-78.419351,42.075517,4.79579054559674,9642.27881,26.213891,103.19,78,-0.545397
4274738.521,5929263.01,-76.546557,42.930289,5.4187635196239,26946.0497,54.172902,89.4,149,-1.886625
4088170.326,5727151.139,-79.339714,42.452483,5.38678601453564,53312.43576,42.873643,178.77,237,3.883715
4318617.397,5823687.127,-76.806408,42.080894,5.59731023014568,48786.74963,69.329668,92.96,191,3.032849
4389292.6,5957317.666,-75.422352,42.589654,4.87672287650999,6869.26737,20.036504,42.86,53,0.882757
4365942.832,6291839.555,-73.466179,44.691309,5.59693937903815,18420.89595,40.270897,77.78,188,0.764467
4545197.722,6018756.625,-73.788171,42.247925,5.99121451585277,7806.29403,39.388329,85.38,211,-5.335019
4329440.347,5915084.42,-76.17347,42.599325,4.7824792009585,31220.47849,20.438434,37.05,49,-1.144165
4453533.37,5952689.237,-74.92658,42.272173,4.84497417819541,449.69076,10.590137,60.89,50,-2.097504
4589735.083,6001846.392,-73.541586,41.944615,5.8218617627218,118178.3784,191.530868,354.19,866,-20.632815
4100886.085,5823335.625,-78.673779,43.021243,5.67948978208716,1077266.518,641.975429,808.17,2304,9.787193
4393178.838,6226655.455,-73.679617,44.1794,5.18738580584075,379.92388,35.895614,42.25,59,-2.521763
4294992.985,6274892.974,-74.166656,44.932576,6.0137151560428,289.5994,15.799146,31.52,177,-0.803337
4435193.788,6070926.629,-74.343697,43.062806,4.92435092549924,23355.57764,32.574553,70.03,63,0.255583
4132309.759,5854899.368,-78.213229,43.088018,5.09252245356844,19854.35802,20.217416,47.4,80,-2.359008
4525553.522,6032496.843,-73.858855,42.41899,6.0369158100119,2494.36231,38.080405,59.62,175,-3.042281
4396063.84,6038576.327,-74.865462,43.049546,4.61214579972452,16336.48065,28.310397,90.15,53,-2.035359
4210151.15,6069993.094,-76.223308,44.091333,5.25070151260637,26015.99363,50.974493,126.3,172,-0.915047
4667167.862,5832250.708,-73.951513,40.59944,7.12592648866979,37192506.97,2157.528514,5248.17,26446,310.779319
4320224.882,6078383.203,-75.241256,43.637749,4.07753744390572,143.70735,11.379641,38.14,13,-1.685454
4185583.454,5833949.772,-77.875247,42.723684,5.34710753071747,6377.35306,26.495479,40.52,116,-1.79516
4362193.049,5974225.457,-75.542318,42.814563,4.37826958579617,2344.97704,6.09922,36.35,49,-3.528971
4181836.7,5881199.771,-77.627731,43.039367,5.88387933642804,873605.9901,447.555328,718.43,2277,82.415129
4454768.295,6067246.469,-74.208542,42.950532,5.27913454713126,31109.60475,55.963416,94.51,81,4.314289
4688585.593,5859834.02,-73.625246,40.666393,5.49511694252264,2136171.882,1166.989733,1176.88,2804,-121.891853
4648908.126,5852810.77,-73.973117,40.801829,7.51790121303868,25071566.75,713.264452,1389.13,26818,13.265801
4067192.669,5811909.791,-79.037254,43.091818,4.90082042808905,167188.5613,166.591025,202.18,242,3.254493
4335960.646,6024576.607,-75.448505,43.23957,5.62762111369064,201875.5905,130.395147,275.07,538,11.648348
4287549.596,5960237.866,-76.250216,43.064593,5.66400160464436,531409.9339,346.977921,551.34,1128,20.189787
4218774.043,5883751.193,-77.295473,42.893533,4.78915702210111,25983.46132,68.725866,85.46,114,-6.975881
4589751.417,5924969.25,-74.007635,41.492708,5.7310733348921,159028.6378,195.912511,366.96,973,-17.812049
4109281.994,5858754.629,-78.391592,43.212493,6.2079862221133,5185.83644,18.948186,52.38,174,-0.661394
4256534.241,5978167.984,-76.401992,43.314449,4.52504414150881,30973.17648,67.418941,134.25,92,5.772367
4406379.406,5954789.014,-75.297644,42.49738,4.73356340075649,30904.54221,15.370505,78.26,60,-4.791665
4616475.739,5929037.161,-73.774007,41.396117,5.03109130266364,15142.7146,63.680545,62.25,131,-9.450155
4660733.811,5853400.607,-73.877947,40.752686,6.72970458903883,23291642.66,2371.099438,5754.49,16066,114.372511
4513784.075,6074157.788,-73.69219,42.718167,5.46510218419286,107555.0926,100.730215,156.66,324,-6.856848
4650550.849,5822788.56,-74.135329,40.617078,6.30937267486661,1417293.842,307.342004,488.4,2215,9.061726
4618114.223,5881297.438,-74.045419,41.107394,5.5675808534758,342192.7055,123.987897,335.93,678,-13.568376
4256427.898,6203779.141,-74.964602,44.691301,5.3461546959622,16934.84227,34.848103,133.96,194,6.133042
4498514.033,6101043.83,-73.644074,42.946791,4.82189316949938,63394.26849,131.49929,166.38,246,-25.416767
4486425.491,6069839.608,-73.937732,42.81949,5.77393023455828,185486.4279,106.010591,193.19,423,5.596946
4454697.419,6020530.752,-74.500832,42.673115,4.59511985013459,479.98026,11.494655,27.68,27,-0.978045
4248700.787,5909999.62,-76.883197,42.926001,5.63336001035966,1855.40326,22.75032,75.88,82,-2.362769
4231584.103,5803602.404,-77.658535,42.332399,4.70048036579242,20268.06891,75.571052,140.84,89,-2.734111
4704002.621,5899864.351,-73.271111,40.831068,5.48811093818069,1071169.524,1818.269511,1408.57,3055,-118.632202
4488890.632,5906246.11,-74.921263,41.834086,6.11787690946242,3364.47707,77.228839,133.83,291,-1.714819
4334672.402,5856518.074,-76.479304,42.214545,4.59612944133594,5588.29214,14.623015,42.85,41,-1.282555
4300459.877,5881332.856,-76.618059,42.519008,5.13226278221795,69540.95281,32.919395,79.86,155,-7.495197
4554041.152,5972275.004,-74.003251,41.933689,5.86277853947994,50730.24782,112.718094,252.33,550,-5.508946
4466703.514,6138845.539,-73.65739,43.317069,4.96284463025991,24949.1204,48.260708,65.56,80,-4.796195
4473396.263,6149151.261,-73.53742,43.345984,5.44285051728033,8577.26088,25.463717,81.51,123,-4.068316
4234598.194,5938801.223,-76.828903,43.168125,4.96214508493582,8561.79828,94.098859,94.68,109,-3.574927
4646860.762,5888814.816,-73.777098,41.023025,6.04405699722715,2106209.58,883.552597,1234.46,3463,-30.07344
4164104.963,5821771.575,-78.132083,42.739047,5.72358510195238,821.29038,12.439422,43.68,106,-2.148473
4255136.339,5861772.868,-77.116661,42.596193,4.05004430332552,444.46776,8.44956,85.06,12,-1.448224
