utmx,utmy,X,Y,Depression_prevelence,PopulationDensity,Population65,NoHealthInsurance,Neighbor_Disadvantage,NatureParks,DrinkingPlaces
4674694.171,4597129.132,-79.876922,32.832683,17.89999962,1055.231,11,1.67,-1.13048784,27.032413,14.802208
4674949.084,4600875.301,-79.860075,32.856462,17.79999924,1153.721,11.1,1.67,-0.823654073,37.317255,15.366126
4679419.762,4591782.311,-79.861308,32.781716,18.29999924,2826.282,13.59,4.44,-0.753832222,23.393403,13.673482
4678025.592,4593838.252,-79.86402,32.799896,18.79999924,2985.015,19.11,12.24,-0.770468764,22.133901,13.42389
4682865.776,4591535.52,-79.835472,32.768571,17.60000038,856.0607,19.15,1.95,-0.603885114,32.999347,17.862653
4686657.207,4596460.549,-79.786479,32.788237,17.39999962,1525.76,25.08,6.05,-0.875106214,41.696966,17.123876
4689734.273,4601452.898,-79.742754,32.810696,17.10000038,778.6759,33.5,2.07,-0.830110246,34.288321,15.530115
4695043.565,4640555.465,-79.545229,33.048966,17,18.50448,18.42,8.78,-0.005901763,15.526126,6.164168
4672589.152,4589093.908,-79.925136,32.786858,18,2819.436,27.85,7.66,-0.372194465,47.839979,24.350991
4668087.104,4588503.644,-79.962561,32.798006,17.5,6705.919,6.6,5.43,-0.655646091,20.388158,9.171577
4669816.971,4589707.615,-79.944314,32.800157,17.79999924,6483.948,11.3,16.05,1.246878659,59.891634,14.107411
4669222.089,4592432.152,-79.938172,32.820081,19.10000038,909.6948,7.89,21.23,2.536882386,25.731125,9.236336
4665484.553,4595603.053,-79.954763,32.853453,17.70000076,618.6568,7.14,26.45,1.004012867,24.642125,9.548888
4655526.747,4582762.042,-80.083271,32.802047,18.29999924,1165.457,12.88,6.9,-0.682294349,52.91889,9.174748
4649550.987,4589316.863,-80.104102,32.865228,18.60000038,612.5789,22.71,6.07,-0.757397319,29.900279,7.274273
4644617.135,4579667.805,-80.180783,32.817933,18.70000076,192.0964,13.21,15,-0.690436422,33.097679,7.630747
4348119.391,4771827.352,-81.784096,35.104707,23.5,130.1872,17.99,6.9,-0.414078838,9.804706,3.418171
4357478.163,4772755.986,-81.703114,35.078974,22.70000076,250.0513,14.76,13.24,0.107639234,27.541412,5.208005
4356762.439,4781655.663,-81.671892,35.141649,21.60000038,190.2568,15.53,9.49,-0.462029236,12.628994,4.895953
4360084.461,4774945.863,-81.672536,35.084867,19.5,1163.996,15.97,12.47,0.127184926,8.805449,2.312141
4365686.534,4779256.44,-81.608469,35.094808,23.70000076,544.5164,18.49,11.99,0.838006655,7.444821,1.65259
4369485.376,4788449.477,-81.538799,35.143855,25.20000076,122.7212,15.79,15.27,0.354414769,7.426821,2.401663
4379280.319,4786655.299,-81.465873,35.098049,25.10000038,112.6545,16.24,10.27,0.256973346,7.733389,1.780718
4368463.385,4770895.666,-81.620498,35.028777,24.29999924,267.3,19.77,9.38,0.530701901,7.698719,2.182986
4366337.712,4774906.556,-81.621261,35.063173,22.5,1037.28,14.46,14.76,1.350829163,7.681623,1.21626
4373454.511,4776446.953,-81.55636,35.049176,25.29999924,94.73677,13.55,11.8,0.294438892,5.671871,0.756911
4364659.651,4766609.078,-81.669599,35.012807,22.29999924,197.5982,19.9,8.18,-0.097953817,26.663765,4.32093
4378075.258,4767798.989,-81.554462,34.974937,24.29999924,50.63794,12.72,8.34,-0.155380974,6.981149,2.307462
4372380.398,4758515.955,-81.639762,34.931683,25.79999924,52.81931,14.37,8.44,0.369016417,7.307876,2.713785
4428839.927,4753880.202,-81.197632,34.707316,20.79999924,1269.346,22.34,7.6,0.559086928,7.268649,1.581786
4427116.721,4751960.914,-81.219607,34.700326,21.89999962,1509.913,13.12,12.39,0.835820274,9.637724,1.889458
4426217.515,4754531.994,-81.216259,34.720678,18.60000038,972.0165,15.53,12.96,0.926512074,13.010702,0.783004
4422962.452,4762658.529,-81.20899,34.786428,21.70000076,53.63039,20.59,6.56,-0.225823117,9.752585,3.689861
4411037.575,4748637.1,-81.364344,34.732968,21.60000038,21.68994,25.26,4.66,0.299086158,9.797299,2.391808
4429586.955,4740427.407,-81.247244,34.614379,19.70000076,17.87961,23.22,9.17,-0.208856484,12.0608,4.282512
4436804.735,4758260.138,-81.114715,34.709402,21,64.03841,16.76,10.6,0.702895256,12.124443,4.001281
4443756.911,4765657.33,-81.027499,34.735096,21.5,48.30057,16,12.42,-0.015892482,16.50839,6.897233
4451742.677,4772187.705,-80.935506,34.751305,22.20000076,78.7888,14.91,12.19,0.000705971,14.752265,3.514456
4455087.805,4752636.392,-80.989811,34.608981,22.5,26.21837,24.37,9.84,0.505742597,8.271316,1.875311
4465628.014,4752907.461,-80.903426,34.574612,21.39999962,311.1952,16.22,16.26,0.230304556,10.322107,1.684281
4496883.396,4797971.858,-80.462844,34.766752,21.5,92.12846,14.97,17.5,0.276112073,11.978433,1.567072
4507070.525,4804664.228,-80.352711,34.775643,22,130.7202,11.4,11.79,1.014426208,9.044065,1.647771
4516861.559,4790005.197,-80.335986,34.64442,22.20000076,49.46967,16.22,8.55,0.734591899,7.399812,1.06165
4534893.396,4811597.391,-80.100453,34.724269,20.60000038,69.08051,19.14,9.69,-0.204304239,7.214347,6.653685
4552796.88,4818467.181,-79.928408,34.706784,19.39999962,325.1449,23.37,4.88,0.63435336,13.497373,4.622596
4562948.701,4807048.068,-79.896039,34.596062,19.70000076,49.29413,18.52,10.21,1.09270739,11.443697,3.8353
4547623.709,4793880.572,-80.073729,34.562895,22.10000038,34.36522,18.53,16.18,0.469072393,7.991778,3.655013
4600382.243,4717103.001,-79.974984,33.874233,22.39999962,72.60552,19.16,12.83,0.052514525,9.362153,2.423669
4598231.315,4705071.708,-80.041401,33.802323,17.29999924,25.77677,17.32,18.09,0.518653071,14.427616,2.884275
4588640.983,4695169.374,-80.157737,33.76975,20.29999924,23.334,24.28,18.12,0.502923817,10.609234,2.266828
4569534.465,4678314.479,-80.37777,33.72324,19,46.57646,22.68,7.76,0.251448445,6.57712,1.341447
4581211.516,4681799.209,-80.271049,33.706653,19.89999962,126.329,13.59,12.17,1.614731997,6.805344,0.645969
4602984.833,4682223.453,-80.097222,33.635376,20.10000038,29.97823,20.06,13.36,0.993589878,7.028698,1.409282
4589461.046,4676298.75,-80.228129,33.642227,19.10000038,149.815,23.62,5.73,0.067982301,18.581826,2.258373
4597635.6,4662708.19,-80.21862,33.524622,19.29999924,208.3923,42.65,4.55,-0.150272244,6.753129,1.769278
4571914.914,4663357.361,-80.419503,33.615981,18.60000038,43.84283,25.35,13.83,1.37593758,5.552398,1.920674
4587122.704,4655874.469,-80.329294,33.51496,19.20000076,53.1619,26.45,9.89,0.33620945,7.192421,1.923997
4563722.158,4581669.467,-80.810295,33.099757,21,19.78247,23.9,18.2,0.371941713,5.885892,3.447291
4556945.096,4559678.201,-80.95028,32.975156,21.79999924,10.34212,24.06,7.48,-0.054224233,8.136949,6.319741
4586534.874,4548161.362,-80.760889,32.800853,21.79999924,32.07445,12.8,18.4,0.940535836,8.742806,3.207334
4577901.595,4575364.524,-80.72275,33.01075,21.89999962,25.92606,21.88,9.03,-0.193686861,11.0504,5.948006
4587641.054,4573129.342,-80.654525,32.963622,21.79999924,221.615,21.42,8.72,-0.248304829,10.507862,6.313481
4589368.668,4565240.094,-80.671815,32.905363,19.89999962,837.4051,22.81,8.49,0.109785393,17.924819,4.842614
4598736.416,4564153.628,-80.602151,32.867178,21.60000038,81.38503,20.54,12.68,0.534058996,7.223042,3.082787
4606592.762,4579018.658,-80.481885,32.939978,23.39999962,45.80852,14,9.08,-0.179328725,11.184099,4.02319
4621538.336,4542607.162,-80.506819,32.648716,18.20000076,7.274974,38.52,7.5,-0.354724156,24.02596,5.758003
4578144.229,4791625.745,-79.840513,34.441523,20.60000038,24.21532,19.73,10.6,0.872238259,6.964361,1.328655
4556331.69,4778654.484,-80.068396,34.432136,22.5,108.3615,16.02,5.94,0.285680505,17.938425,4.240652
4557435.811,4775541.703,-80.072663,34.407766,20.39999962,346.8219,19.01,3.11,-0.286818006,20.972113,4.246185
4550649.068,4763289.061,-80.177963,34.350413,20.10000038,137.4727,20.87,9.03,-0.326753548,20.507754,5.925592
4558399.016,4770239.536,-80.087206,34.369442,19.70000076,1663.3,19.54,8.62,0.272229563,48.287207,7.81232
4564883.759,4774219.414,-80.018967,34.373168,22.5,344.0518,12.22,14,1.343125855,10.535711,2.077009
4560489.266,4769031.161,-80.075633,34.354217,18.39999962,1124.908,13.64,17.82,1.040052293,9.599949,0.920298
4566894.85,4764953.033,-80.041762,34.305104,21.20000076,58.04494,16.28,13.69,0.483797344,14.951401,2.596279
4578522.219,4770706.647,-79.925405,34.302642,21.20000076,117.7849,13.59,5.36,0.351320465,8.373352,2.479183
4581008.266,4777636.973,-79.876643,34.339583,20.79999924,378.9824,22.49,10.67,0.374059332,7.508107,1.433869
4583915.977,4773664.885,-79.87026,34.303348,20.60000038,1673.455,20.52,13.76,0.466274067,32.118037,4.029159
4581133.689,4771479.218,-79.901466,34.298649,22.10000038,569.1175,19.8,21.26,0.869823286,5.873245,1.322472
4592735.632,4781339.519,-79.768224,34.323048,21.70000076,70.98797,17.54,8.83,0.250194891,10.011754,2.655152
4587284.972,4771669.557,-79.851938,34.278514,18.70000076,438.7307,26.3,10.84,0.711209077,5.642736,1.680569
4575596.082,4756347.639,-80.008595,34.218235,20.5,71.23237,17.84,7.9,0.24254683,9.318705,3.199361
4573216.652,4745291.81,-80.073464,34.153568,21.29999924,67.94567,25.38,15.17,0.912590874,9.984328,2.428046
4614167.707,4823776.775,-79.419344,34.525622,22,51.87465,14.21,16.17,1.157269511,10.354848,1.106122
4631855.403,4817728.084,-79.305857,34.42381,22.79999924,113.8516,11.9,20.96,0.76453488,12.453901,1.559108
4616156.229,4813382.218,-79.447897,34.450768,20.5,132.2929,19.57,6.81,0.404716169,19.086271,2.599282
4625823.779,4809955.458,-79.386318,34.394392,21.89999962,339.9239,12.74,17.85,1.455474394,15.78561,1.415277
4647627.004,4811534.399,-79.208391,34.327912,21.5,39.95032,27.78,14.91,0.194969528,8.208719,1.283107
4619516.886,4798464.877,-79.484637,34.341539,22.10000038,54.95107,13.02,11.92,0.365045056,10.523166,1.6078
4578005.857,4595686.031,-80.641832,33.145795,21.39999962,27.99679,24.65,6.91,0.457421361,7.881927,2.174921
4583397.667,4604440.905,-80.564501,33.18609,20.10000038,82.78738,19.62,8.46,0.176123418,9.233785,3.028881
4595214.324,4610774.981,-80.445983,33.188714,21.60000038,39.90255,18.14,16.11,0.293823234,8.732671,3.601908
4615264.561,4596748.178,-80.34364,33.028741,19.39999962,84.72926,15.03,10.12,0.183022554,11.590919,4.185915
4621777.112,4603740.581,-80.264716,33.053301,21.39999962,484.318,9.82,4.73,-0.267273751,22.618849,7.921858
4624455.467,4596910.27,-80.270754,32.999151,21.60000038,564.1335,14.44,7.98,-0.505391648,22.171963,10.632858
4629399.946,4596734.975,-80.232628,32.981488,21.39999962,1368.613,11.8,10.98,-0.038016344,17.70124,7.035907
4631884.06,4599028.99,-80.204047,32.988363,21.10000038,2149.719,13.92,4.66,-0.610194565,17.98707,9.285361
4626953.784,4605172.035,-80.218369,33.045462,22.20000076,1127.006,14.82,6.4,-0.40263595,21.563197,9.894428
4628771.24,4602822.064,-80.21343,33.023845,22.20000076,1418.41,14.14,12.05,-0.058567273,20.568364,10.327221
4629312.578,4600559.178,-80.218158,33.007072,23.10000038,3392.291,14.04,9.95,0.260411572,18.03225,8.381729
4632093.479,4602505.508,-80.188616,33.010645,19.29999924,1735.951,20.08,5.54,-0.66952892,19.103151,11.172892
4632674.186,4605195.994,-80.173379,33.026484,20.60000038,2305.328,15.52,7.89,0.390097102,75.950561,7.646949
4631553.979,4585068.937,-80.261845,32.897124,20.70000076,66.63893,12.94,2.89,-0.064155631,23.671005,10.269825
4635376.741,4596679.715,-80.185964,32.961168,21,2571.134,17.45,10.02,-0.228288508,20.613915,7.716392
4635285.666,4598653.319,-80.178858,32.974516,21.5,3372.071,16.09,8.6,-0.433645248,71.801599,8.607645
4634855.019,4602093.394,-80.168592,32.998688,21.39999962,3408.345,15.64,9.79,-0.224222911,16.334359,7.647434
4636712.33,4599868.723,-80.162855,32.97778,22.10000038,3189.099,15.78,13.39,-0.058812739,15.023346,6.893057
4639176.595,4601988.283,-80.135134,32.983542,21,3375.385,12.2,8.56,-0.34807523,26.922384,7.47658
4639192.248,4599156.085,-80.146245,32.964784,22.29999924,4955.559,11.28,7.91,-0.202606549,12.167715,6.300084
4641131.012,4598183.902,-80.13491,32.951884,21.39999962,3072.997,5.49,7.95,-0.551253752,21.446563,9.311337
4643939.801,4597377.727,-80.116109,32.937175,20,1942.244,14.96,10.02,-0.493834209,34.083893,13.280604
4646608.606,4596698.56,-80.09791,32.923774,21.60000038,2380.181,7.89,23.5,0.46817914,21.788268,5.390425
4642589.042,4594577.142,-80.137778,32.923194,20.10000038,1963.847,10.55,7.93,-0.471333093,16.986567,9.120378
4646715.127,4593669.149,-80.109073,32.903422,19.60000038,2552.531,12.92,6.66,-0.642419444,20.975509,8.018625
4395178.335,4602595.041,-82.083518,33.797232,21.70000076,12.46671,21.11,8.2,-0.257775221,14.017464,5.628858
4406393.612,4615681.997,-81.94044,33.849275,18,50.13264,20.24,8.01,0.358547013,7.183001,1.33701
4426091.359,4617473.672,-81.773204,33.796304,20.60000038,73.97511,15.28,12.29,0.577607054,7.187359,1.367958
4422214.182,4601813.166,-81.866594,33.702906,20,66.88813,15.43,10.55,0.425779112,11.396872,2.567031
4417313.662,4592046.696,-81.944838,33.652713,21.5,165.7212,20.77,6.46,0.288444138,19.22541,4.427873
4411276.104,4584694.455,-82.022761,33.622544,22.29999924,85.72886,17.57,8.29,-0.117127831,20.802301,4.490537
4451286.412,4731564.615,-81.107736,34.480803,19.39999962,16.08611,19.55,9.51,0.06955608,6.952873,1.481515
4477852.401,4724970.132,-80.920232,34.345974,19.60000038,36.14019,25.14,8.5,0.146803822,8.688753,2.465473
4464013.675,4720707.699,-81.049449,34.364631,21.10000038,244.386,19.04,14.25,0.673956588,7.355374,1.283782
4456304.165,4705243.086,-81.175131,34.287112,19,34.57054,19.19,9.42,0.425435634,11.909547,2.149028
4593111.326,4766636.992,-79.826896,34.225191,18.39999962,395.4358,11.03,4.82,-0.473744236,13.846264,7.762938
4590420.526,4759784.113,-79.876815,34.189489,19.39999962,1317.478,12.9,2.44,-0.371012476,16.631933,7.558684
4594989.948,4763680.046,-79.824402,34.199239,18.10000038,453.3073,23.97,4.37,-0.259467401,23.357156,8.329849
4596279.393,4759588.26,-79.831296,34.16788,19.79999924,2112.684,17.8,7.75,-0.390972329,13.010627,6.829787
4601532.804,4771788.682,-79.738764,34.229728,17.60000038,330.7715,18.93,8.66,0.532522612,11.826614,2.38016
4609938.519,4778881.051,-79.642661,34.246932,19.5,78.02828,14.96,6.45,-0.050470875,16.234559,6.27086
4613194.065,4769293.847,-79.657201,34.172783,21.79999924,244.5504,10.36,13.33,0.297593088,10.678595,2.56996
4604869.449,4762116.935,-79.752884,34.154668,19.70000076,1401.375,17.58,9.6,-0.325953737,12.724421,4.16934
4602815.006,4766042.825,-79.752693,34.187568,19.70000076,1027.572,10.62,19.39,1.845598193,12.726891,3.960395
4602083.582,4768731.11,-79.74722,34.207751,17.79999924,1647.824,21.45,12.2,1.00361658,11.120512,2.175213
4598251.834,4766702.621,-79.78598,34.207759,19.39999962,1847.383,15.19,13.62,2.163455202,10.486759,0.670955
4600923.954,4765586.121,-79.769538,34.191143,20,1976.22,21.76,30.16,0.732087975,287.693737,10.051682
4598323.801,4764151.226,-79.79608,34.190756,20.79999924,2427.426,12.91,10.35,0.058496248,14.781206,6.942898
4599569.226,4763133.389,-79.790493,34.179747,18.5,1556.848,18.58,5.51,-0.991652239,24.216812,12.795024
4599196.249,4761189.211,-79.801561,34.168275,19.89999962,2496.329,21.96,3.56,-0.079682229,13.225988,3.615716
4602004.247,4760937.634,-79.780431,34.156876,19.20000076,2430.976,19.11,4.74,-0.098272767,14.381693,7.00904
4589862.739,4754460.622,-79.903426,34.15641,19,329.3777,13.84,5.61,0.102620481,13.866101,4.501133
4597665.374,4754827.143,-79.840197,34.131789,19.60000038,303.7635,17.81,11.98,-0.118619328,14.484118,6.139397
4606032.894,4752842.792,-79.782387,34.089759,20.79999924,222.7286,16.83,8.52,-0.282345328,12.344771,2.503035
4602236.337,4747009.852,-79.836626,34.064592,21,104.7737,12.35,5.97,0.114799919,10.998121,2.823327
4608974.64,4760296.214,-79.728096,34.128467,20.60000038,571.6008,12.85,20.71,0.201921269,11.654121,2.365895
4619236.04,4754016.519,-79.673426,34.051681,20.70000076,81.79942,20.15,16.82,-0.014815495,27.720116,3.937325
4625693.512,4763898.204,-79.581359,34.09396,20.70000076,39.48419,23.07,14.02,0.149398085,8.061121,3.59836
4635609.29,4745493.59,-79.580173,33.939103,21.29999924,45.97276,17.86,11.09,0.649702788,8.728839,1.866447
4652508.893,4739676.975,-79.471852,33.842534,21.70000076,68.52037,13.28,8.8,0.64720033,9.939896,2.915586
4630441.206,4733060.441,-79.672344,33.875561,22.10000038,73.20532,17.43,9.74,0.449412834,17.586432,1.908757
4619409.394,4725952.573,-79.788491,33.866986,18.5,388.0053,11.03,7.82,0.334406777,13.202825,1.636043
4628315.93,4726537.043,-79.716024,33.840127,18.70000076,226.6419,19.46,9.84,0.807271592,21.92818,1.739455
4616687.485,4741561.49,-79.745297,33.978834,22.70000076,66.8618,19.5,17.71,0.263111591,15.355437,2.567784
4606489.926,4729263.262,-79.876618,33.933251,22.60000038,56.88301,17.36,13.94,0.481401519,11.83838,1.743451
4592046.793,4740443.909,-79.944411,34.05662,20.79999924,57.05907,14.35,13.02,0.154459354,9.556068,3.015289
4592936.788,4746187.337,-79.91353,34.091344,19.89999962,127.2048,16.7,12.75,0.839117883,8.780243,1.246313
4676904.55,4726416.353,-79.336221,33.671608,22.60000038,46.24396,17.1,9.97,0.736202718,5.89781,1.191933
4678656.436,4686704.486,-79.485699,33.406445,21.70000076,113.1581,16.79,13.56,0.747504985,17.826538,1.435818
4673451.17,4699089.703,-79.475617,33.505202,22.5,52.31755,16.08,11.32,0.260647441,13.265294,2.034324
4686710.642,4700176.249,-79.367886,33.466754,19.39999962,60.89924,20.37,6.91,0.54937728,28.114866,1.953984
4701140.387,4696069.127,-79.272587,33.390417,18.39999962,479.7215,24.14,12.07,-0.498011007,32.639717,4.24258
4695248.022,4718448.314,-79.22637,33.556352,18.60000038,14.4769,22.33,3.84,0.622443344,9.017284,1.698511
4713362.758,4728726.721,-79.043367,33.560452,20.29999924,952.7838,34.86,6.57,-0.557902504,37.890542,8.853517
4712083.867,4722727.638,-79.07808,33.525963,20,267.6411,31.36,11.81,-0.356104776,34.958307,6.731018
4710468.453,4714676.577,-79.123812,33.479282,18.79999924,695.0226,41.25,18.48,-0.243339119,21.257172,6.047828
4707895.32,4703939.76,-79.187917,33.41839,18.79999924,476.4288,31.93,10.72,-0.506488345,19.181134,6.052999
4711834.956,4693357.206,-79.200764,33.336035,17.70000076,92.3449,43.83,3.22,-0.974841486,20.687304,7.566615
4695138.284,4693408.828,-79.330082,33.393698,20.89999962,289.7878,18.56,8.79,0.799557862,11.161882,0.97103
4700156.151,4684617.478,-79.327036,33.319204,20.10000038,171.4139,24.04,10.58,0.254948728,15.514711,2.09827
4304034.199,4713447.477,-82.38915,34.85664,18.20000076,4116.256,6.78,5.27,-0.441245303,14.17225,5.703771
4303760.287,4712104.256,-82.396893,34.848372,19,2876.202,19.65,8.58,-0.682221134,31.264119,22.33832
4304038.165,4710719.063,-82.400226,34.837964,17.29999924,2689.435,14.89,10.97,-0.522279393,17.637096,14.120693
4302955.669,4710147.703,-82.411533,34.837687,17,3517.593,24.06,9.06,0.38381066,15.054311,5.193148
4302115.59,4711506.011,-82.412977,34.849799,16.89999962,2593.948,11.05,18.51,1.019770039,36.567236,16.799011
4300778.581,4710790.687,-82.426986,34.84939,19.70000076,3931.25,9.62,20.62,1.414583187,13.540136,3.631314
4301790,4712940.754,-82.409838,34.860708,18.29999924,3032.763,15.51,7.94,0.753624341,14.432319,8.825289
4302724.272,4713391.023,-82.40025,34.860652,19.70000076,3828.959,11.9,4.59,-0.332685898,17.566854,10.555904
4303761.717,4716518.494,-82.378895,34.878558,18.70000076,2352.364,15.76,5.05,-0.90281514,13.20674,8.390078
4302971.531,4714780.773,-82.392536,34.869328,18.60000038,3764.106,8.68,5.63,-0.608680815,22.634814,13.156898
4305576.52,4716300.38,-82.364727,34.870968,23.10000038,5353.062,6.3,10.58,-0.621699424,9.134024,3.071633
4305979.188,4714701.181,-82.367906,34.858681,19.20000076,3008.474,8.35,10.45,-0.381059708,10.858252,5.0381
4304811.706,4714782.658,-82.377259,34.86316,19.79999924,2644.913,9.59,21.06,-0.052811731,21.746957,5.650052
4308087.845,4712186.804,-82.360662,34.834408,18.79999924,2289.092,11.35,10.74,-0.605398007,14.394622,6.163024
4307253.612,4709620.933,-82.378024,34.819664,18.29999924,2496.201,17.58,4.64,-0.346299777,17.45541,9.323936
4305427.309,4708660.056,-82.397079,34.819219,18,3517.485,15.39,5.63,-0.891842181,16.713783,8.878693
4307666.934,4707365.327,-82.383771,34.802852,19,2567.006,15.31,14.26,0.72372399,14.570874,4.648009
4303787.757,4720739.518,-82.361455,34.907332,20.89999962,1629.37,18.33,12.04,-0.132317857,14.95682,5.939817
4305436.172,4719911.405,-82.351158,34.896126,20.70000076,1740.59,15.49,21.04,0.038706295,10.350284,5.436932
4307698.946,4721691.501,-82.325118,34.900678,20.89999962,3198.23,13.41,25.21,-0.021007887,7.101448,4.12848
4309385.753,4720462.816,-82.316149,34.886606,19.20000076,2728.046,17.43,7.92,-0.380710713,16.546405,8.11928
4307045.731,4718522.342,-82.343476,34.881218,18.20000076,2006.036,21.73,10.86,-0.338919508,16.841416,6.537208
4310316.374,4718926.404,-82.314707,34.872978,18.79999924,2726.006,20.79,10.65,-0.467333033,23.014317,5.178569
4310582.397,4714952.746,-82.328712,34.844933,20.10000038,1785.65,10.06,12.36,-0.573085371,18.710698,8.211316
4308272.571,4717068.605,-82.339233,34.867157,20.10000038,4591.893,13.44,15.47,-0.292081616,10.913477,6.058438
4307725.887,4716005.279,-82.348103,34.861727,19.10000038,5752.855,9.32,16.37,-0.308083146,11.690137,4.404293
4310579.908,4711457.566,-82.342973,34.821055,17.10000038,1346.722,18.74,3.72,-0.559151189,47.369561,10.497458
4307420.114,4705031.358,-82.395303,34.787716,18.79999924,2164.491,11.73,12.61,1.176360138,10.619478,3.407895
4307385.276,4702397.79,-82.406286,34.769817,21.60000038,1259.304,12.48,20.02,1.515926285,9.947408,2.858572
4309882.15,4705545.485,-82.372805,34.782979,19.20000076,1653.979,12.45,15.96,0.368609221,10.972399,3.250212
4305074.775,4706490.915,-82.408822,34.805562,17.60000038,1091.795,22.9,6.48,0.075470809,68.187664,9.890693
4299974.75,4709216.506,-82.440063,34.841312,21.5,3674.72,13.3,19.98,0.974720191,9.303063,0.767042
4301463.876,4709583.479,-82.426209,34.83883,20.39999962,3122.685,10.03,15.8,0.7199698,12.042958,3.086698
4300985.442,4707681.056,-82.437916,34.827414,22.89999962,3090.067,13.37,27.94,1.319275864,13.519119,3.114295
4302620.31,4706733.784,-82.428198,34.815451,21.10000038,1769.547,21.47,14.57,0.368046634,10.915068,3.078548
4303010.341,4708909.542,-82.416116,34.829032,19.89999962,2893.617,16.23,16.1,0.735722129,15.962458,7.969519
4299092.892,4712676.684,-82.433305,34.867953,23.5,3230.895,10.06,31.92,0.683824636,11.277239,2.144613
4299097.762,4710734.877,-82.441168,34.854646,23.70000076,2056.085,14.61,23.78,1.237761775,28.882025,2.586501
4298296.722,4716125.593,-82.425867,34.894229,21.89999962,2145.394,14.3,22.83,0.002672957,10.110589,2.759847
4299886.324,4714998.884,-82.417258,34.881181,22.89999962,4172.544,9.46,30.44,0.544468214,11.367674,2.889031
4300967.049,4714291.616,-82.411167,34.872713,23.10000038,2119.595,12.4,24.6,1.033851138,14.559196,3.112556
4301824.366,4716944.29,-82.393238,34.88798,19,1360.327,16.21,23.26,0.327716869,35.947788,5.580591
4307366.998,4737618.234,-82.26263,35.010572,21.89999962,456.0356,17,14.17,-0.374911932,18.061979,5.494975
4302253.247,4743065.533,-82.282688,35.065052,22.10000038,167.0371,17.66,8.65,-0.355801396,16.441346,4.735619
4296563.849,4751045.173,-82.297098,35.138805,20.5,57.51281,31.82,10.17,-0.640571816,17.753493,5.262839
4315247.106,4726413.347,-82.243242,34.907493,19.70000076,1322.451,13.89,12.79,-0.418224602,18.814473,6.971472
4313993.721,4731166.742,-82.234155,34.944159,20.39999962,1974.661,12.66,20.57,-0.096333341,24.425224,6.315588
4314509.062,4729930.94,-82.23495,34.933987,21.89999962,2604.52,18.27,26.8,1.191152445,13.064081,2.387013
4310068.314,4731141.288,-82.266799,34.957234,19.70000076,883.7008,20.86,8.06,-0.797678095,17.470477,5.357785
4312281.105,4733371.46,-82.239308,34.964986,21.79999924,1454.628,21.17,6.07,-0.118355758,14.210938,4.168192
4309059.502,4723229.194,-82.307551,34.906603,20.29999924,2838.449,16.56,11.75,-0.096927147,10.121387,5.771804
4310454.38,4725474.844,-82.286802,34.917242,20,1481.001,14.59,9.56,0.368658804,15.66736,5.310171
4303811.662,4732669.158,-82.312445,34.98878,20.79999924,591.5082,18.71,3.93,-0.756368438,22.431977,5.787877
4314027.564,4723902.666,-82.263618,34.894467,18.89999962,2327.475,13.32,6.3,-0.765072501,44.704942,7.306964
4313902.091,4721851.038,-82.273045,34.880883,18.5,3173.893,18.76,2.6,-0.794812777,20.993538,7.605347
4306560,4725682.497,-82.31825,34.931782,19.89999962,1990.027,11.78,10.7,-0.374941927,51.725692,4.817985
4305633.596,4728548.726,-82.314206,34.954486,20.10000038,810.4944,15.46,9.15,-0.437443326,12.240052,4.589012
4298947.569,4723195.493,-82.391609,34.94041,19.60000038,370.754,23.88,4.17,-0.693159076,23.047855,8.170036
4303300.13,4725593.596,-82.345665,34.942155,20,1174.002,19.04,8.4,-0.635063442,15.770033,7.474788
4313761.546,4720113.314,-82.281309,34.869491,18,2781.448,17.71,4.53,-0.777986477,15.582177,7.337001
4311528.259,4717887.808,-82.308901,34.861806,17.29999924,1914.794,30.51,4.09,-0.679404203,37.009192,8.192242
4313685.301,4716976.678,-82.294745,34.848327,18.70000076,1401.913,20.73,6.82,-0.52071943,15.440277,6.08974
4317243.379,4717892.582,-82.261538,34.84261,17.20000076,1193.593,23.76,7.08,-0.779155925,17.172156,5.515191
4315083.401,4711904.425,-82.303842,34.808982,18.79999924,1958.615,11.54,7.71,-0.598579009,17.52576,7.258824
4318623.053,4712823.442,-82.270791,34.803363,18.89999962,1906.542,15.86,6.45,-0.683076056,21.305205,6.876981
4320178.666,4717365.1,-82.239393,34.829131,18,1445.253,13.47,4.1,-0.864728908,22.812055,9.447318
4322628.047,4718426.215,-82.214794,34.828125,18.70000076,1492.077,10.77,3.16,-0.590390615,21.427328,9.375275
4321459.844,4713990.337,-82.242559,34.80179,19.10000038,2400.725,12.46,3.07,-0.817041831,22.113795,8.130638
4326482.697,4716469.251,-82.190906,34.801799,19.5,1936.02,7.98,3.24,-0.556120729,22.551172,8.051386
4312523.765,4706666.648,-82.346359,34.781785,20.29999924,1137.367,7.86,12.52,0.376203722,15.732283,3.237199
4317881.131,4708849.176,-82.293117,34.778717,20.10000038,2105.776,16.53,14.41,-0.137672539,25.106898,4.408541
4314764.266,4706966.704,-82.326581,34.776319,18.89999962,1492.498,18.46,4.84,-0.442417487,17.91216,4.571403
4317240.615,4705056.412,-82.313844,34.754959,18.70000076,1584.541,13.94,0.94,-0.427567316,17.975922,6.598694
